dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,0,117.098,28.3642,6.466,2.82624,156.149,154.754
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,1,116.404,18.6782,6.37885,2.7689,145.281,144.23
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,2,116.994,18.625,6.50405,2.65114,144.105,144.774
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,3,115.898,18.4689,6.54615,2.75558,143.625,143.669
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,4,117.14,18.5535,6.47998,2.59789,143.995,144.771
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,5,115.891,19.0478,6.52667,2.77402,144.038,144.24
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,6,117.26,18.5087,6.50218,2.79859,145.199,145.07
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,7,117.264,18.5303,6.54115,2.75866,145.615,145.094
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,8,117.042,18.5791,6.54423,2.6839,144.505,144.849
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,9,116.742,18.5012,6.51736,2.78528,144.491,144.546
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,10,116.286,18.6106,6.52815,2.77094,144.423,144.196
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,11,116.713,18.5053,6.53482,2.66035,145.046,144.413
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,12,116.76,18.479,6.54199,2.79757,144.349,144.578
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,13,117.15,18.4414,6.46605,2.77094,144.509,144.828
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,14,117.095,18.5082,6.47485,2.77402,145.32,144.852
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,15,116.587,18.513,6.52904,2.76378,145.361,144.392
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,16,115.717,18.57,6.52925,2.76787,145.007,143.585
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,17,116.477,18.715,6.52333,2.78938,145.352,144.505
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,18,116.289,18.711,6.48263,2.77606,143.949,144.259
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,19,116.647,18.8301,6.47519,2.7607,145.554,144.713
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,20,117.144,18.2507,6.52905,2.78426,143.955,144.708
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,21,117.002,18.5846,6.51618,2.78221,145.811,144.885
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,22,116.572,18.7129,6.51157,2.51392,144.036,144.31
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,23,115.989,18.5803,6.50756,2.80166,145.276,143.879
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,24,115.968,18.5241,6.52465,2.65626,143.802,143.673
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,25,116.937,18.5914,6.4467,2.77504,145.377,144.75
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,26,116.242,18.5573,6.50649,2.78016,144.529,144.086
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,27,116.177,18.6103,6.46923,2.66854,143.915,143.925
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,28,115.904,18.6482,6.43401,2.67366,144.314,143.66
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,29,116.537,18.4696,6.50025,2.76787,144.101,144.275
