dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,0,447.765,15.7889,26.2454,12.0504,521.328,501.849
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,1,446.324,15.7738,26.2612,11.9071,519.555,500.266
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,2,441.082,15.7735,26.3528,11.8426,514.461,495.051
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,3,441.132,15.7741,26.6897,11.9491,514.821,495.545
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,4,446.278,15.774,26.5061,11.6838,519.535,500.241
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,5,442.448,15.7736,26.5543,11.8282,515.852,496.604
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,6,439.42,15.7704,26.6301,11.8856,512.938,493.707
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,7,439.478,15.7703,26.4392,11.9532,512.954,493.641
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,8,447.398,15.7733,26.5943,11.8313,520.875,501.597
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,9,447.366,15.7779,26.4416,11.9286,520.834,501.514
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,10,439.705,15.7744,26.2862,11.9777,513.09,493.744
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,11,445.276,15.7724,26.4571,11.3869,518.214,498.892
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,12,439.739,15.768,26.335,11.7473,512.991,493.589
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,13,439.455,15.7713,26.0745,11.9429,512.388,493.244
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,14,448.956,15.7748,26.4158,11.8774,522.284,503.024
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,15,446.075,15.7739,26.5602,11.8753,519.49,500.285
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,16,445.066,15.7725,26.2814,11.9183,518.336,499.038
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,17,440.118,15.7691,26.1845,12.0177,513.493,494.09
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,18,442.56,15.7706,26.3228,11.8436,515.835,496.497
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,19,447.03,15.7735,26.0744,11.9101,519.925,500.788
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,20,445.256,15.774,26.7853,11.4104,518.492,499.226
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,21,442.047,15.7705,26.7295,11.9183,515.746,496.466
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,22,442.272,15.7729,26.6028,11.7719,515.537,496.419
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,23,442.011,15.7723,26.4286,11.9767,515.286,496.188
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,24,442.257,15.771,26.5148,11.945,515.654,496.488
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,25,439.107,15.7726,26.5705,11.8405,512.511,493.291
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,26,446.502,15.7765,26.7503,11.2865,519.561,500.315
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,27,442.847,15.7738,26.3386,11.7914,516.117,496.751
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,28,439.338,15.7777,26.4831,11.9347,512.857,493.534
3,double,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",1,512,29,442.063,15.7713,26.1542,11.8108,515.256,495.8
