dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,0,116.124,22.0321,10.0262,3.97926,151.024,152.161
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,1,113.951,16.205,9.70354,3.74579,143.707,143.605
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,2,114.841,16.4575,9.77083,3.7673,144.923,144.837
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,3,114.114,16.1429,9.69403,3.75603,143.023,143.707
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,4,113.139,16.1908,9.60788,3.75091,142.61,142.688
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,5,114.526,16.1211,9.58389,3.75091,143.887,143.982
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,6,114.558,16.0368,9.65975,3.74682,142.837,144.002
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,7,113.931,16.0204,9.70317,3.75501,143.218,143.41
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,8,114.633,16.2135,9.49549,3.75296,143.648,144.095
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,9,113.734,16.3526,9.73169,3.75603,143.624,143.574
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,10,114.66,16.1315,9.59076,3.75398,143.659,144.137
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,11,113.241,16.0579,9.58645,3.75398,142.319,142.639
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,12,113.972,16.0211,9.75922,3.76115,143.104,143.513
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,13,113.945,16.0358,9.65683,3.76218,142.697,143.399
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,14,115.763,16.2541,9.66926,3.75603,145.501,145.443
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,15,116.133,16.0208,9.63036,3.75501,145.242,145.539
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,16,115.435,16.0718,9.66621,3.75603,144.613,144.929
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,17,114.056,16.0206,9.67386,3.75808,143.059,143.508
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,18,114.091,17.0027,9.57805,3.74067,144.406,144.413
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,19,115.646,16.0162,9.66991,3.75398,144.597,145.086
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,20,114.024,16.4299,9.63052,3.7591,143.872,143.844
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,21,114.445,16.0271,9.64967,3.7591,143.094,143.88
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,22,114.694,16.1423,9.65195,3.75706,143.234,144.245
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,23,114.593,16.1139,9.51062,3.75091,143.613,143.968
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,24,114.071,16.333,9.61418,3.74886,143.825,143.767
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,25,114.258,16.1351,9.67756,3.75091,143.528,143.822
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,26,114.623,16.1657,9.54633,3.76627,143.192,144.101
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,27,115.438,16.1019,9.6413,3.75296,143.987,144.934
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,28,114.144,16.2128,9.72402,3.75398,143.816,143.835
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",2,512,29,114.075,16.6579,9.66707,3.75398,144.262,144.154
