dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,0,1.48906,2302.08,11.9686,4.09693,2233.65,2319.64
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,1,1.42189,2269.4,11.9107,3.41395,2268.32,2286.14
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,2,1.39344,2028.7,11.9854,3.4447,2042.64,2045.52
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,3,1.3903,2036.36,11.8951,3.41907,2051.92,2053.07
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,4,1.41062,2045.5,11.8927,3.41194,2050.79,2062.22
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,5,1.4001,2059.29,11.8993,3.42214,2073.68,2076.01
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,6,1.42358,1997.38,11.9164,3.42726,2012.3,2014.15
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,7,1.39117,2034.52,11.9603,3.42634,2050.48,2051.3
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,8,1.41674,2030.4,11.9007,3.416,2044.03,2047.13
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,9,1.4071,2125.88,11.8928,3.40989,2142.73,2142.59
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,10,1.39827,2037.05,11.9229,3.43341,2050.71,2053.81
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,11,1.40925,2032.72,11.9553,3.4191,2047.05,2049.5
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,12,1.4103,2080.81,11.8976,3.41914,2096.72,2097.54
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,13,1.40941,2053.11,11.8959,3.41293,2068.38,2069.83
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,14,1.42182,2016.34,11.9827,3.43552,2031.55,2033.18
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,15,1.4121,2148.19,11.896,3.42518,2121.89,2164.92
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,16,1.40922,2170.79,11.8952,3.41606,2176.28,2187.51
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,17,1.40883,2096.78,11.8906,3.41299,2089.9,2113.49
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,18,1.39869,2035.77,11.8933,3.41197,2049.93,2052.47
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,19,1.41334,2026.41,11.8952,3.41706,2040.45,2043.13
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,20,1.4007,2060.25,11.893,3.42115,2073.65,2076.96
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,21,1.41171,2017.74,11.9766,3.42627,2033.48,2034.55
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,22,1.39114,1996.69,11.8996,3.41805,2009,2013.4
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,23,1.40499,2106.92,11.8922,3.41501,2107.61,2123.63
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,24,1.41178,2178.24,11.8929,3.42218,2179.21,2194.97
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,25,1.4087,2047.95,11.9015,3.41706,2059.82,2064.68
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,26,1.40499,2024.37,11.9149,3.42317,2036.03,2041.11
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,27,1.41334,2023.87,11.9676,3.42733,2037.12,2040.67
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,28,1.40854,1995,11.8924,3.42218,2010.27,2011.72
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,29,1.41328,2024.25,11.904,3.42832,2037.93,2041
