dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,0,62.795,1091.52,5.01351,2.43606,1141.97,1161.76
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,1,62.2821,1046.99,4.97666,1.79398,1103.25,1116.04
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,2,62.5886,1009.29,4.95801,1.79296,1076.62,1078.63
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,3,63.4718,1027.55,4.95746,1.79091,1095.21,1097.77
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,4,62.3352,1005.6,5.04182,1.82058,1074.4,1074.8
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,5,62.2538,1043.16,4.98149,1.78275,1111.58,1112.18
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,6,62.8036,1018.76,4.95599,1.78579,1088.46,1088.31
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,7,62.8488,1111.98,5.04569,1.7889,1181.82,1181.67
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,8,62.776,1067.58,4.94442,1.78269,1137.23,1137.08
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,9,62.2732,1038.07,4.96522,1.78477,1107.24,1107.09
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,10,62.5027,1013.29,5.00354,1.79299,1082.76,1082.58
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,11,62.4835,1043.42,5.02652,1.80016,1112.04,1112.73
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,12,62.8079,1037.63,4.98356,1.79091,1105.36,1107.22
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,13,62.5331,1037.66,4.9657,1.78678,1105.87,1106.94
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,14,62.5445,1048.77,4.98086,1.79091,1117.86,1118.09
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,15,62.6195,1014.79,4.93432,1.78682,1083.49,1084.13
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,16,62.2934,995.148,4.97483,1.78784,1062.99,1064.2
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,17,62.6748,1014.93,4.94686,1.78893,1084.32,1084.35
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,18,62.7555,1048.47,4.97877,1.79197,1115.61,1118
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,19,62.2155,1015.11,4.9588,1.7848,1083.75,1084.07
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,20,63.3592,1040.06,4.95841,1.78582,1109.3,1110.16
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,21,63.3243,1027.67,4.98045,1.79398,1095.7,1097.77
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,22,63.3535,1019.71,5.04071,1.79706,1090.05,1089.9
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,23,62.4307,1037.97,4.9771,1.78579,1106.45,1107.16
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,24,63.3345,1036.77,4.95356,1.78678,1105.35,1106.84
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,25,62.5827,1039.07,4.95402,1.78579,1107.77,1108.4
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,26,63.204,1032.42,4.98016,1.78275,1102.53,1102.39
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,27,62.6521,1025.15,4.95446,1.78688,1094.44,1094.54
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,28,63.5453,1040.18,4.95934,1.7889,1107.39,1110.47
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",4,512,29,62.4941,1060.17,4.96006,1.80019,1118.05,1129.43
