dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,0,1.18083,598.609,2.45742,1.27078,583.522,603.518
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,1,0.480032,494.728,2.41016,0.890816,479.628,498.509
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,2,0.474976,472.837,2.39603,0.88464,473.439,476.592
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,3,0.470784,496.362,2.39592,0.882656,495.786,500.111
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,4,0.455136,477.286,2.40286,0.968704,481.084,481.112
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,5,0.455616,480.409,2.40908,0.969728,484.213,484.243
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,6,0.457056,521.992,2.4103,0.96256,525.829,525.822
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,7,0.456416,509.865,2.40973,0.963584,513.649,513.695
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,8,0.47504,488.527,2.39944,0.971776,489.31,492.373
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,9,0.478752,485.412,2.41723,0.965632,489.22,489.274
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,10,0.478496,490.182,2.45662,0.909248,493.647,494.027
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,11,0.455424,475.761,2.40548,0.959488,471.887,479.581
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,12,0.466016,483.77,2.39703,0.878496,467.186,487.512
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,13,0.47072,485.095,2.38803,0.879584,480.028,488.833
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,14,0.476736,468.995,2.40176,0.970752,472.848,472.844
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,15,0.477152,478.999,2.38772,0.877536,481.12,482.741
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,16,0.488288,481.121,2.39547,0.876448,478.375,484.882
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,17,0.45856,490.694,2.40119,0.956416,494.544,494.51
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,18,0.463712,472.524,2.40779,0.96256,476.112,476.358
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,19,0.45984,486.031,2.4077,0.965632,481.252,489.865
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,20,0.453472,495.216,2.40885,0.963584,481.748,499.041
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,21,0.46192,470.614,2.39582,0.961536,471.411,474.433
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,22,0.45952,480.339,2.42737,0.963584,484.136,484.19
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,23,0.459424,477.044,2.41904,0.964608,476.896,480.887
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,24,0.455776,475.47,2.39541,0.961536,475.525,479.283
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,25,0.456768,465.969,2.41154,0.960512,453.923,469.798
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,26,0.459872,473.506,2.4017,0.96256,461.837,477.33
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,27,0.467904,468.684,2.41502,0.961536,467.438,472.529
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,28,0.477728,488.528,2.42298,0.96768,480.397,492.397
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",8,512,29,0.476192,487.033,2.39759,0.882624,483.685,490.789
