dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,0,1.25328,1171.84,4.82498,2.02547,1179.76,1179.94
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,1,0.742272,964.094,4.78672,1.73158,971.154,971.355
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,2,0.740192,995.332,4.7861,1.73056,999.505,1002.59
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,3,0.709024,1007.46,4.87173,1.70496,997.448,1014.75
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,4,0.759808,942.825,4.78156,1.72646,934.196,950.093
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,5,0.739488,975.312,4.78399,1.72954,980.627,982.565
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,6,0.740288,963.078,4.76967,1.72749,969.589,970.316
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,7,0.740896,938.793,4.78289,1.73466,945.67,946.052
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,8,0.75712,958.325,4.80998,1.75002,965.763,965.642
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,9,0.76208,978.088,4.78763,1.73056,985.282,985.368
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,10,0.742336,990.235,4.78474,1.7449,995.44,997.507
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,11,0.742784,959.115,4.78256,1.73056,966.17,966.37
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,12,0.754752,941.305,4.77285,1.72749,934.759,948.56
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,13,0.702432,965.275,4.78275,1.67526,956.673,972.436
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,14,0.706464,973.432,4.79035,1.68346,870.637,980.612
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,15,0.757376,1052.17,4.78937,1.73261,1058.45,1059.45
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,16,0.7416,965.706,4.76776,1.72646,972.798,972.942
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,17,0.738848,963.269,4.77782,1.72851,970.329,970.514
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,18,0.740512,956.935,4.78869,1.72954,948.566,964.194
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,19,0.700352,963.672,4.78162,1.68541,966.661,970.839
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,20,0.705696,979.68,4.78986,1.68141,958.66,986.857
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,21,0.704128,958.244,4.78136,1.68035,963.903,965.41
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,22,0.74064,933.567,4.7784,1.73158,939.866,940.818
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,23,0.742688,960.697,4.78646,1.72851,967.753,967.955
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,24,0.755648,955.706,4.78492,1.72954,962.794,962.976
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,25,0.701856,946.739,4.78711,1.6824,952.425,953.91
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,26,0.738752,951.975,4.80259,1.73261,959.071,959.249
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,27,0.738464,947.492,4.78726,1.72851,932.448,954.746
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,28,0.737472,967.983,4.76758,1.73158,975.032,975.219
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,512,29,0.760128,958.407,4.78997,1.72851,965.489,965.686
