dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,0,60.5227,1117.59,3.25308,1.08032,1162.47,1182.44
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,1,64.036,980.232,3.23732,0.732128,1048.36,1048.24
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,2,64.1729,1014.6,3.17303,0.728,1075.61,1082.67
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,3,63.5769,949.306,3.17525,0.732128,1012.43,1016.79
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,4,63.6004,997.377,3.19758,0.736256,1065.03,1064.91
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,5,64.1656,975.431,3.40968,0.72496,1036.11,1043.73
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,6,63.674,998.187,3.3026,0.75776,1066.07,1065.92
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,7,64.1236,929.237,3.18531,0.737216,997.415,997.283
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,8,63.3828,1034.14,3.19688,0.735232,1094.74,1101.46
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,9,63.6391,1043.71,3.19556,0.727008,1111.38,1111.27
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,10,59.694,1025.3,3.18716,0.732096,1080.1,1088.92
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,11,63.6736,1015.92,3.17459,0.72912,1083.62,1083.5
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,12,64.1335,1040.45,3.21214,0.733184,1108.68,1108.53
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,13,63.6417,1047.5,3.16841,0.723968,1114.93,1115.03
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,14,63.3193,999.552,3.17528,0.722912,1066.89,1066.77
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,15,63.5868,1016.77,3.1901,0.720896,1081.93,1084.27
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,16,60.111,1028.56,3.18987,0.727072,1092.11,1092.59
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,17,64.1761,1013.83,3.26929,0.741376,1080.72,1082.01
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,18,64.1765,1005.09,3.19292,0.737216,1073.32,1073.19
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,19,63.5685,1015.13,3.17389,0.723968,1082.71,1082.6
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,20,64.2932,958.091,3.16872,0.723936,1026.4,1026.28
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,21,63.5441,964.795,3.19557,0.736288,1032.4,1032.27
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,22,63.6197,1009.1,3.17194,0.728064,1075.02,1076.62
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,23,63.6337,966.176,3.1811,0.726016,1033.83,1033.72
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,24,63.7595,975.563,3.16272,0.723968,1041.14,1043.21
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,25,64.1032,932.836,3.17419,0.722912,999.563,1000.84
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,26,63.4176,944.394,3.16624,0.722912,1011.82,1011.7
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,27,64.0679,976.907,3.18343,0.780224,1045.06,1044.94
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,28,63.5031,991.982,3.17196,0.723968,1055.79,1059.38
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,512,29,63.8222,984.934,3.25705,0.764928,1052.93,1052.78
