dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,0,1.49488,1343.15,6.2131,2.20467,1353.25,1353.06
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,1,1.40877,1356.59,6.15272,1.54112,1365.81,1365.69
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,2,1.41146,1365.19,6.11265,1.54621,1374.37,1374.26
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,3,1.41021,1378.61,6.15214,1.54515,1387.83,1387.72
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,4,1.41786,1362.61,6.23598,1.55235,1371.96,1371.81
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,5,1.40784,1335.05,6.11869,1.54106,1344.23,1344.12
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,6,1.41171,1343.67,6.12688,1.54208,1352.86,1352.75
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,7,1.40851,1332.99,6.13282,1.53696,1342.18,1342.06
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,8,1.4065,1325.81,6.15307,1.53904,1335.02,1334.91
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,9,1.41069,1309.23,6.10387,1.54208,1318.4,1318.29
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,10,1.40477,1323.83,6.14129,1.53696,1333.03,1332.91
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,11,1.41286,1332.35,6.12604,1.54109,1341.54,1341.43
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,12,1.41437,1379.25,6.11907,1.54413,1388.44,1388.33
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,13,1.40803,1348.42,6.13761,1.54208,1357.62,1357.51
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,14,1.41018,1319.36,6.12595,1.53904,1328.54,1328.44
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,15,1.42688,1321.56,6.17972,1.56778,1330.87,1330.73
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,16,1.4072,1344.73,6.15086,1.54006,1353.95,1353.83
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,17,1.40675,1339.36,6.13072,1.5472,1348.56,1348.45
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,18,1.40819,1345.61,6.10598,1.54003,1354.78,1354.66
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,19,1.41056,1342.07,6.1234,1.54518,1351.27,1351.15
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,20,1.41958,1330.41,6.13588,1.54003,1339.64,1339.5
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,21,1.40835,1342.6,6.22107,1.55846,1351.9,1351.79
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,22,1.40874,1318.69,6.12837,1.54214,1327.88,1327.77
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,23,1.40618,1340.09,6.14045,1.55235,1349.3,1349.18
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,24,1.40506,1320.75,6.13993,1.54627,1329.95,1329.84
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,25,1.40592,1343.82,6.14804,1.54416,1353.03,1352.92
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,26,1.40662,1315.81,6.10748,1.54106,1324.97,1324.86
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,27,1.40746,1324.6,6.13395,1.53901,1333.79,1333.68
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,28,1.4065,1351.23,6.14385,1.54006,1360.43,1360.32
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,29,1.40842,1329.86,6.12603,1.54515,1339.05,1338.93
