dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,0,1.51078,0,2563.09,2.25686,2548.15,2566.86
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,1,0.710368,0,1978.91,1.71107,1970.99,1981.34
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,2,0.709248,0,1971.85,1.70595,1951.47,1974.27
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,3,0.711136,0,1943.2,1.71315,1933.43,1945.62
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,4,0.707616,0,1926.24,1.69062,1915.29,1928.64
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,5,0.710752,0,1936.32,1.69677,1927.48,1938.73
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,6,0.71088,0,1924.74,1.69882,1922.89,1927.15
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,7,0.702752,0,1932.32,1.6967,1930.8,1934.72
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,8,0.71008,0,1936.41,1.70394,1934.96,1938.82
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,9,0.709216,0,1956.63,1.6896,1955.68,1959.03
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,10,0.708928,0,1959.32,1.70189,1951.35,1961.73
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,11,0.704768,0,1954.36,1.69472,1949.94,1956.76
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,12,0.711072,0,1935.05,1.70493,1922.59,1937.46
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,13,0.707008,0,1942.94,1.69472,1927.11,1945.34
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,14,0.706304,0,1963.68,1.69475,1963.61,1966.08
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,15,0.713024,0,1916.33,1.68755,1918.53,1918.73
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,16,0.704224,0,1930.14,1.69366,1923.93,1932.54
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,17,0.710752,0,1930.57,1.70797,1929.54,1932.99
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,18,0.709632,0,1966.77,1.71616,1954.62,1969.2
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,19,0.704128,0,1957.08,1.69773,1946.22,1959.48
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,20,0.705728,0,1965.75,1.69677,1965.1,1968.15
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,21,0.707872,0,1951.67,1.68954,1942.94,1954.07
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,22,0.709216,0,1916.87,1.6896,1912.01,1919.27
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,23,0.704928,0,1969.64,1.6896,1951.87,1972.04
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,24,0.706944,0,1955.86,1.6937,1937.18,1958.26
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,25,0.710656,0,1975.57,1.70698,1964.16,1977.99
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,26,0.709984,0,1952.69,1.71619,1946.32,1955.12
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,27,0.702528,0,1952.93,1.69469,1948,1955.33
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,28,0.710144,0,1948.08,1.69779,1941.51,1950.49
3,double,uniform,GPU,"P | P | P | P | P | P",8,512,29,0.704704,0,1955.19,1.69882,1953.18,1957.59
