dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,0,1.06922,355.106,3.44709,0.741344,360.4,360.363
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,1,0.472928,244.128,3.41251,0.432064,248.389,248.446
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,2,0.46784,262.383,3.4001,0.43008,266.336,266.681
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,3,0.466784,249.276,3.39836,0.432064,253.518,253.573
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,4,0.465056,248.462,3.3947,0.428,250.09,252.749
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,5,0.462976,250.892,3.4028,0.427008,254.102,255.185
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,6,0.472928,260.769,3.4061,0.432064,265.016,265.08
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,7,0.4664,243.226,3.39525,0.429056,246.105,247.516
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,8,0.464224,256.413,3.40083,0.428032,253.934,260.707
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,9,0.463424,255.01,3.39672,0.427008,253.116,259.297
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,10,0.476256,257.512,3.45206,0.4608,261.248,261.901
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,11,0.467968,253.482,3.41023,0.430048,247.956,257.791
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,12,0.466976,246.62,3.39484,0.425984,248.788,250.908
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,13,0.466752,277.187,3.4006,0.428992,281.419,281.483
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,14,0.471872,247.592,3.39252,0.429056,245.745,251.886
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,15,0.46128,282.674,3.3983,0.427008,280.29,286.96
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,16,0.473472,266.057,3.40191,0.428032,269.412,270.361
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,17,0.466784,256.374,3.40646,0.43008,258.128,260.677
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,18,0.479456,253.476,3.39787,0.426976,256.499,257.78
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,19,0.455392,259.101,3.3931,0.42496,260.609,263.374
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,20,0.470656,282.07,3.39693,0.431104,284.62,286.369
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,21,0.469312,271.824,3.3947,0.427008,273.479,276.115
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,22,0.463808,270.866,3.39649,0.428,275.039,275.154
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,23,0.47104,277.554,3.39866,0.425984,271.022,281.85
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,24,0.465984,293.119,3.40276,0.432128,287.179,297.42
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,25,0.479456,276.723,3.42393,0.434176,281.101,281.06
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,26,0.473856,279.534,3.4106,0.428032,274.34,283.846
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,27,0.466624,276.534,3.40006,0.43008,276.781,280.83
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,28,0.471552,268.636,3.39662,0.427008,264.129,272.931
3,float,uniform,GPU,"D | D | D | D | N | D",8,512,29,0.463168,252.922,3.39243,0.428032,255.395,257.205
