dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,0,1.88938,23.0104,10.0612,1.68038,36.4263,36.6414
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,1,1.44909,14.3656,10.0062,1.53805,27.0653,27.3589
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,2,1.45446,14.3965,10.0277,1.53702,27.1313,27.4156
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,3,1.44998,14.3494,10.0189,1.53805,27.0865,27.3563
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,4,1.45251,14.3341,10.0112,1.54317,27.0867,27.3409
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,5,1.44848,14.3626,10.0186,1.54624,27.1249,27.376
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,6,1.45171,14.3786,10.0225,1.53805,27.1179,27.3909
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,7,1.45274,14.3715,10.0232,1.54214,27.1287,27.3897
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,8,1.45062,14.3683,10.0252,1.54419,27.1055,27.3884
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,9,1.44813,14.3382,10.0128,1.5401,27.0702,27.3392
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,10,1.45037,14.3236,10.0335,1.54214,27.1039,27.3496
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,11,1.45002,14.3007,10.0357,1.53805,27.0829,27.3245
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,12,1.44861,14.388,10.0284,1.54829,27.1442,27.4132
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,13,1.44877,14.3051,10.0025,1.5401,27.036,27.2964
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,14,1.44918,14.3199,10.005,1.5401,27.0316,27.3143
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,15,1.44925,14.329,10.0273,1.54419,27.0824,27.3498
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,16,1.44909,14.3337,10.0224,1.53907,27.0896,27.3443
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,17,1.44989,14.3249,10.0126,1.53805,27.0651,27.3254
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,18,1.45014,14.3254,10.03,1.53805,27.1087,27.3436
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,19,1.45498,14.3405,10.0337,1.53907,27.0998,27.3682
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,20,1.44954,14.3512,9.95439,1.54214,27.0016,27.2972
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,21,1.44694,14.3448,10.0309,1.54419,27.0857,27.3669
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,22,1.44899,14.3475,10.015,1.53907,27.0818,27.3506
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,23,1.45091,14.3388,10.0314,1.53702,27.094,27.3581
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,24,1.44922,14.3497,10.0577,1.54419,27.1282,27.4008
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,25,1.45098,14.3585,10.026,1.54726,27.0939,27.3827
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,26,1.45411,14.3293,10.0243,1.54112,27.0717,27.3489
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,27,1.45072,14.3547,10.0228,1.53907,27.0584,27.3673
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,28,1.45306,14.34,10.0455,1.54112,27.1323,27.3796
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,29,1.44634,14.33,10.0197,1.54317,27.0758,27.3392
