dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,0,126.581,1364.33,6.19278,2.20058,1498.94,1499.3
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,1,125.23,1345,6.14968,1.54419,1478.05,1477.92
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,2,126.562,1329.94,6.13082,1.54208,1464.3,1464.17
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,3,126.104,1369.56,6.12109,1.54013,1503.48,1503.32
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,4,125.182,1309.59,6.21241,1.56362,1442.68,1442.55
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,5,126.756,1327.02,6.14536,1.53696,1461.59,1461.46
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,6,125.497,1311.57,6.13986,1.54211,1444.87,1444.75
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,7,125.936,1363.57,6.10873,1.53802,1497.28,1497.16
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,8,125.334,1303.52,6.11673,1.54214,1436.38,1436.52
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,9,126.844,1327.08,6.12226,1.54109,1461.05,1461.59
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,10,125.299,1340.55,6.13229,1.53904,1473.57,1473.52
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,11,125.295,1330.82,6.13552,1.53699,1463.92,1463.79
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,12,127.191,1336.57,6.13773,1.54112,1471.57,1471.44
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,13,126.493,1350.82,6.13592,1.54214,1485.07,1484.99
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,14,125.492,1321.25,6.12784,1.55235,1454.57,1454.42
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,15,125.848,1346.61,6.22504,1.5687,1480.38,1480.25
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,16,125.465,1372.74,6.13757,1.54314,1506.02,1505.89
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,17,125.757,1328.75,6.13045,1.54419,1462.31,1462.18
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,18,125.051,1306.88,6.14343,1.54621,1439.74,1439.62
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,19,125.057,1330.31,6.13689,1.54106,1463.16,1463.04
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,20,127.175,1334.4,6.13854,1.54211,1469.38,1469.25
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,21,125.729,1316.02,6.13408,1.5472,1449.55,1449.43
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,22,126.698,1319.66,6.11913,1.54106,1453.57,1454.01
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,23,125.674,1325.05,6.13811,1.54115,1458.53,1458.4
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,24,126.641,1346.57,6.10578,1.54317,1480.04,1480.86
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,25,125.424,1353.48,6.12887,1.54621,1486.7,1486.58
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,26,125.347,1345.6,6.18107,1.56058,1478.73,1478.69
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,27,125.322,1339.96,6.19501,1.55747,1473.16,1473.03
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,28,126.837,1371.86,6.14807,1.54109,1506.52,1506.39
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,29,125.393,1363.82,6.10811,1.54726,1497,1496.87
