dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,1.49651,1371.61,4.14349,1.00042,1381.05,1378.25
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,1.41098,1349.77,4.09916,0.754656,1358.46,1356.03
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,1.40352,1336.77,4.08639,0.74752,1345.43,1343.01
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,1.42096,1327.13,4.13285,0.753664,1335.9,1333.44
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,1.40186,1331.85,4.0857,0.753632,1340.52,1338.09
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,1.40957,1323.64,4.08605,0.75056,1332.31,1329.88
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,1.41149,1332.46,4.08221,0.754688,1341.12,1338.71
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,1.40912,1348.84,4.08601,0.746464,1357.5,1355.08
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,1.40598,1324.88,4.09259,0.753664,1333.55,1331.14
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,1.40778,1315.73,4.07894,0.753632,1324.38,1321.97
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,1.41882,1355.07,4.12058,0.758752,1363.82,1361.37
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,1.40909,1346.26,4.10069,0.751616,1354.94,1352.52
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,1.40682,1353.88,4.09582,0.754688,1362.57,1360.14
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,1.39555,1335.78,4.07937,0.753664,1344.42,1342
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,1.40877,1306.84,4.08365,0.751584,1315.49,1313.09
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,1.40771,1317.9,4.0862,0.758752,1326.56,1324.15
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,1.41069,1320.31,4.11556,0.763904,1329.06,1326.6
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,1.40874,1329.46,4.0994,0.754656,1338.13,1335.72
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,1.3943,1323.34,4.08577,0.753696,1331.98,1329.57
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,1.40819,1316.11,4.08931,0.760832,1324.78,1322.37
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,1.408,1365.03,4.08796,0.757728,1373.74,1371.28
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,1.41811,1344.08,4.08596,0.752608,1352.77,1350.34
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,1.40685,1332.91,4.13289,0.752608,1341.61,1339.2
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,1.40928,1367.87,4.08885,0.750592,1376.53,1374.12
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,1.40598,1312.85,4.09232,0.751584,1321.52,1319.1
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,1.40554,1332.03,4.08429,0.75264,1340.68,1338.27
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,1.40896,1342.3,4.0881,0.752672,1350.95,1348.55
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,1.40717,1341.06,4.08161,0.751584,1349.72,1347.3
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,1.40602,1314,4.09147,0.758752,1322.68,1320.26
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,1.4096,1324.41,4.07797,0.749568,1333.05,1330.65
