dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,0,39.3169,764.398,3.76612,2.07562,807.392,809.557
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,1,42.1878,731.868,3.36161,1.29222,778.859,778.71
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,2,41.9435,734.333,3.39986,1.31782,781.079,780.994
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,3,39.7145,733.599,3.74362,1.31475,777.609,778.372
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,4,41.9076,738.049,3.33489,1.30042,784.762,784.592
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,5,42.0517,740.867,3.33562,1.29117,787.582,787.545
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,6,41.8778,720.269,3.33584,1.2943,766.902,766.777
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,7,41.9979,699.426,3.33738,1.29222,746.007,746.053
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,8,43.0059,717.13,3.41821,1.33117,764.063,764.885
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,9,42.0324,714.276,3.3362,1.29328,760.9,760.938
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,10,43.0658,721.478,3.36826,1.30355,769.383,769.215
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,11,41.9749,716.12,3.39108,1.30762,762.939,762.794
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,12,42.075,721.307,3.34037,1.2912,768.161,768.014
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,13,41.9919,721.118,3.34115,1.28918,767.888,767.74
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,14,41.95,707.281,3.34019,1.29123,754.016,753.862
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,15,42.7017,705.253,3.35513,1.30554,751.824,752.616
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,16,41.9329,716.047,3.40156,1.3127,762.84,762.694
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,17,42.384,694.596,3.33332,1.2912,741.429,741.604
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,18,41.8943,704.98,3.32519,1.29632,751.558,751.496
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,19,41.8317,707.341,3.33906,1.28922,753.96,753.801
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,20,41.8442,705.943,3.34342,1.29027,752.566,752.421
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,21,41.8586,707.373,3.34063,1.2984,754.015,753.871
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,22,42.7396,714.88,3.42178,1.32502,762.553,762.366
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,23,42.2346,733.693,3.34401,1.29226,780.716,780.564
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,24,41.9216,707.356,3.32857,1.29222,753.85,753.898
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,25,42.2574,686.515,3.34481,1.29014,733.553,733.407
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,26,41.9552,725.534,3.34572,1.2912,772.273,772.126
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,27,41.7568,703.397,3.33001,1.29424,749.857,749.778
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,28,41.9423,730.045,3.34128,1.2912,776.77,776.62
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,29,42.2426,699.152,3.34291,1.29536,746.179,746.032
