dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,0,1.39536,20.7128,3.65144,1.0967,26.9871,26.8563
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,1,0.875424,11.4733,3.57942,0.954368,16.8812,16.8825
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,2,0.879008,11.4917,3.55232,0.955392,16.8884,16.8784
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,3,0.880672,11.486,3.578,0.951296,16.8809,16.8959
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,4,0.879488,11.477,3.55935,0.95744,16.8527,16.8732
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,5,0.870816,11.4727,3.58195,0.960512,16.8699,16.886
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,6,0.88128,11.4608,3.58841,0.953344,16.9063,16.8838
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,7,0.873568,11.4843,3.56521,0.950272,16.8491,16.8734
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,8,0.881632,11.458,3.61247,0.95232,16.8998,16.9044
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,9,0.880768,11.4509,3.6019,0.95744,16.8341,16.891
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,10,0.875936,11.4643,3.56102,0.95744,16.8361,16.8587
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,11,0.872256,11.4571,3.56209,0.953344,16.8543,16.8448
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,12,0.878496,11.4562,3.60161,0.948224,16.8712,16.8846
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,13,0.87504,11.4581,3.58928,0.95744,16.9092,16.8799
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,14,0.882688,11.4508,3.61057,0.950272,16.9119,16.8944
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,15,0.869952,11.4363,3.60724,0.948224,16.8781,16.8617
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,16,0.875744,11.4562,3.56065,0.954368,16.8791,16.847
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,17,0.876224,11.4518,3.59123,0.950272,16.8602,16.8696
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,18,0.902624,11.4301,3.57033,0.959488,16.9769,16.8625
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,19,0.872256,11.4587,3.56782,0.955392,16.868,16.8541
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,20,0.880032,11.4585,3.6233,0.958464,16.8996,16.9203
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,21,0.875328,11.4469,3.56689,0.951296,16.8357,16.8404
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,22,0.880608,11.4503,3.56992,0.951296,16.8948,16.8521
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,23,0.873344,11.4461,3.56346,0.95744,16.839,16.8404
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,24,0.882368,11.4528,3.57554,0.95744,16.8376,16.8682
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,25,0.867936,11.4394,3.59339,0.951296,16.8411,16.852
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,26,0.870112,11.449,3.58639,0.956416,16.8321,16.8619
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,27,0.880832,11.4566,3.54914,0.953344,16.8789,16.8399
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,28,0.876928,11.4508,3.5572,0.953344,16.875,16.8383
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,29,0.876576,11.4457,3.5979,0.946176,16.8917,16.8664
