dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,0,85.4793,0,3471.89,1.53702,3559.11,3558.91
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,1,84.7416,0,2976.72,0.943104,3062.52,3062.4
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,2,85.201,0,2987.41,0.934912,3073.66,3073.55
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,3,85.0883,0,2973.72,0.93392,3059.86,3059.74
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,4,84.7638,0,2960.86,0.940032,3046.67,3046.56
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,5,84.4568,0,2986.72,0.943104,3072.25,3072.12
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,6,83.9542,0,2969.95,0.930816,3054.94,3054.84
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,7,85.4933,0,2977.79,0.933888,3064.32,3064.22
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,8,84.2849,0,2979.57,0.927744,3064.91,3064.78
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,9,83.7294,0,3185.38,0.939008,3219.36,3270.05
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,10,84.3605,0,2966.92,0.927744,3052.32,3052.21
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,11,84.7518,0,2978.77,0.939072,3064.58,3064.46
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,12,83.9577,0,2967.91,0.946144,3052.92,3052.82
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,13,83.9725,0,2970.07,0.928736,3055.07,3054.97
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,14,83.7559,0,2967.47,0.92672,3052.26,3052.15
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,15,84.3615,0,2958.21,0.929792,3043.61,3043.5
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,16,83.9588,0,2968.41,0.932864,3053.43,3053.3
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,17,84.8064,0,2970.7,0.94112,3056.55,3056.45
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,18,84.0607,0,2972.33,0.924672,3057.42,3057.32
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,19,84.8983,0,2975.97,0.923648,3061.9,3061.79
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,20,85.0436,0,2968.04,0.927744,3054.11,3054.01
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,21,83.565,0,2975.32,0.924768,3059.91,3059.81
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,22,83.5415,0,3174.14,0.93184,3233.42,3258.61
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,23,84.0798,0,2976.46,0.93184,3061.58,3061.47
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,24,84.0425,0,2968.41,0.932864,3053.5,3053.39
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,25,84.4174,0,2967.77,0.92768,3053.22,3053.12
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,26,84.16,0,2988.26,0.944128,3073.49,3073.36
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,27,84.367,0,2972.79,0.923648,3058.18,3058.08
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,28,84.286,0,2980.13,0.935872,3065.46,3065.35
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,29,83.636,0,2965.77,0.92672,3050.43,3050.33
