dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,0,223.72,36.8682,12.0294,3.18566,275.742,275.804
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,1,222.867,30.7869,11.9239,3.05562,268.724,268.633
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,2,224.598,30.631,12.2451,3.0505,268.221,270.524
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,3,222.02,30.9065,12.1343,3.05869,268.03,268.12
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,4,222.3,30.62,12.1479,3.0505,268.207,268.119
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,5,224.217,30.6664,12.1479,3.0505,268.82,270.082
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,6,223.092,30.4907,12.1741,3.05459,268.898,268.812
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,7,222.676,30.4356,12.2414,3.05562,268.496,268.409
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,8,221.624,30.5203,12.3907,3.05766,267.68,267.593
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,9,221.798,30.9216,12.2842,3.04947,267.848,268.053
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,10,222.466,30.7333,11.9832,3.05459,267.073,268.238
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,11,222.095,30.5533,12.2697,3.05357,268.061,267.971
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,12,220.553,30.5296,12.151,3.05152,266.2,266.285
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,13,225.326,30.6187,12.1298,3.05357,268.226,271.128
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,14,222.095,30.7801,12.2626,3.06381,268.067,268.202
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,15,224.713,30.7509,12.1141,3.05766,268.279,270.635
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,16,221.141,30.6437,12.1867,3.06074,266.321,267.033
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,17,222.551,30.6771,12.188,3.05357,267.373,268.469
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,18,223.727,30.7503,12.1388,3.05766,267.318,269.674
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,19,222.547,30.5741,12.2075,3.05562,267.071,268.384
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,20,221.296,30.6292,12.1295,3.05152,266.452,267.106
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,21,224.2,30.6748,12.0513,3.05254,267.652,269.979
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,22,223.124,30.4383,12.252,3.06074,268.967,268.875
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,23,222.728,30.9242,12.2686,3.05357,268.771,268.975
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,24,223.309,31.3781,12.0028,3.05357,269.531,269.743
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,25,224.473,30.7099,12.1649,3.06278,269.146,270.411
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,26,222.419,30.7122,12.1184,3.0505,267.624,268.3
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,27,221.747,30.5486,12.2384,3.05357,266.377,267.587
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,28,223.112,30.6246,12.2229,3.05254,267.939,269.012
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,29,219.782,30.6096,12.1426,3.05869,265.689,265.593
