dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,0,86.4618,1059.17,6.65099,2.62138,1155.08,1154.9
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,1,85.5712,827.351,6.57893,2.25482,917.946,921.755
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,2,84.8423,830.971,6.59278,2.24662,924.767,924.653
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,3,84.4331,821.423,6.65756,2.26915,914.91,914.783
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,4,85.5418,822.979,6.59768,2.24762,914.863,917.366
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,5,84.806,825.842,6.59415,2.24451,919.602,919.487
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,6,84.7861,825.904,6.5637,2.24451,918.786,919.498
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,7,84.5283,825.05,6.56619,2.24557,916.793,918.39
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,8,85.4573,824.335,6.56947,2.24355,915.471,918.605
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,9,84.418,827.056,6.56354,2.24662,914.289,920.284
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,10,84.5757,825.281,6.60814,2.2527,918.862,918.717
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,11,84.6781,978.982,6.65053,2.27222,1047.73,1072.58
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,12,84.7855,858.716,6.56561,2.24557,951.487,952.312
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,13,85.2184,838.345,6.59647,2.24259,932.524,932.403
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,14,85.4704,820.995,6.60966,2.24662,915.447,915.322
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,15,84.8715,862.233,6.56763,2.24454,936.408,955.917
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,16,84.4203,864.605,6.612,2.24554,958.012,957.883
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,17,84.6788,831.905,6.57255,2.25069,922.156,925.407
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,18,84.4913,831.737,6.60448,2.24454,925.194,925.077
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,19,84.6656,830.71,6.59553,2.24762,924.341,924.219
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,20,85.1367,823.275,6.5713,2.24662,909.775,917.23
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,21,84.446,874.755,6.56247,2.24659,955.21,968.01
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,22,84.5554,858.69,6.5622,2.24659,922.634,952.054
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,23,84.675,845.568,6.62572,2.24765,939.236,939.116
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,24,84.6551,859.409,6.64399,2.26707,875.95,952.975
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,25,84.7132,871.17,6.56927,2.24758,960.25,964.7
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,26,84.5591,835.058,6.55904,2.24762,910.165,928.424
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,27,85.6284,827.951,6.56482,2.24352,913.895,922.388
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,28,84.5964,826.568,6.57269,2.24864,910.959,919.986
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",6,512,29,84.6736,829.958,6.59505,2.24557,923.593,923.472
