dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,0,6.21507,10.543,41.8852,14.2838,73.0639,72.9271
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,1,5.74186,10.5313,41.9418,14.1804,72.5359,72.3952
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,2,5.74432,10.5363,41.76,14.208,72.3918,72.2487
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,3,5.74298,10.5361,41.5995,14.1793,72.1981,72.0579
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,4,5.74403,10.531,41.363,14.1916,71.9697,71.8297
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,5,5.75866,10.5362,41.7408,14.1855,72.3615,72.2212
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,6,5.76624,10.5466,41.2682,14.1824,71.8995,71.7634
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,7,5.75293,10.534,41.9147,14.1722,72.5117,72.3739
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,8,5.73843,10.5312,41.5745,14.1834,72.1669,72.0276
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,9,5.73907,10.5337,41.9428,14.1763,72.5309,72.3918
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,10,5.73523,10.531,41.7355,14.1742,72.3206,72.1759
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,11,5.75478,10.5372,41.6482,14.1947,72.2722,72.1348
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,12,5.73878,10.5371,41.905,14.1568,72.4761,72.3377
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,13,5.75242,10.5319,41.4342,14.1763,72.036,71.8947
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,14,5.74365,10.5385,41.7219,14.1793,72.3225,72.1833
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,15,5.74374,10.5381,41.4918,14.2019,72.1145,71.9756
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,16,5.74224,10.5322,41.7274,14.1834,72.3241,72.1852
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,17,5.74026,10.5324,41.775,14.2049,72.393,72.2526
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,18,5.74688,10.5326,41.8011,14.1804,72.4015,72.2609
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,19,5.73843,10.5314,41.9275,14.1711,72.5078,72.3685
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,20,5.75472,10.5395,41.4172,14.1947,72.0473,71.9061
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,21,5.75418,10.5329,41.967,14.1937,72.5869,72.4477
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,22,5.73984,10.5336,42.3331,14.2049,72.9497,72.8115
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,23,5.76304,10.5327,41.6068,14.1926,72.234,72.0952
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,24,5.74822,10.534,41.6282,14.1558,72.2052,72.0663
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,25,5.74339,10.5321,41.8724,14.1998,72.4869,72.3477
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,26,5.73568,10.5321,41.9033,14.164,72.4758,72.335
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,27,5.74259,10.534,41.5456,14.1629,72.124,71.9852
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,28,5.74147,10.5335,41.7133,14.1742,72.3032,72.1625
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",1,512,29,5.7519,10.5325,41.9989,14.1937,72.6142,72.477
