dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,0,1.37091,20.6317,5.40321,2.11046,29.0716,29.5162
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,1,0.885408,9.80311,5.33398,1.89952,18.0107,17.922
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,2,0.894912,9.83434,5.34348,1.8944,18.0517,17.9671
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,3,0.886592,9.83081,5.34198,1.90054,17.9758,17.9599
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,4,0.882496,9.81601,5.36176,1.8985,18.0279,17.9588
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,5,0.889856,9.83062,5.36498,1.89645,17.9877,17.9819
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,6,0.887616,9.81181,5.35965,1.90874,18.0555,17.9678
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,7,0.887328,9.81766,5.36637,1.89645,18.0264,17.9678
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,8,0.883008,9.81305,5.37308,1.90362,18.0626,17.9728
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,9,0.88272,9.82274,5.34445,1.90054,18.025,17.9504
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,10,0.88752,9.81429,5.35365,1.89645,18.0358,17.9519
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,11,0.890624,9.81959,5.37627,1.90157,18.0405,17.988
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,12,0.883008,9.81397,5.36469,1.90157,18.0199,17.9632
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,13,0.88512,9.81565,5.37251,1.89542,18.0374,17.9687
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,14,0.882336,9.82346,5.35274,1.90669,18.0362,17.9652
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,15,0.884736,9.80561,5.35793,1.90874,18.0094,17.957
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,16,0.883872,9.81439,5.36084,1.90464,18.0248,17.9637
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,17,0.88736,9.80892,5.34991,1.90566,17.9909,17.9519
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,18,0.8848,9.80659,5.35262,1.89747,17.9962,17.9415
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,19,0.88784,9.81194,5.36187,1.89645,17.9822,17.9581
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,20,0.883776,9.80717,5.34758,1.91283,18.0271,17.9514
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,21,0.883392,9.83046,5.38157,1.90669,18.0359,18.0021
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,22,0.886912,9.81954,5.36224,1.89645,18.0526,17.9651
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,23,0.887744,9.81907,5.34664,1.8903,18.0158,17.9438
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,24,0.88288,9.81349,5.36972,1.8985,18.02,17.9646
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,25,0.886432,10.0463,5.3156,1.90054,18.0313,18.1489
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,26,0.88528,9.80781,5.3853,1.89542,18.0319,17.9738
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,27,0.8752,10.1577,5.23216,1.88314,18.2326,18.1482
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,28,0.884288,9.81468,5.35396,1.90259,18.0001,17.9555
3,float,uniform,GPU,"P | P | P | P | N | D",4,512,29,0.884672,9.80427,5.36887,1.90054,18.0134,17.9584
