dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,0,2.08019,22.7167,10.0601,3.99053,38.9753,38.8475
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,1,1.65152,16.495,10.0501,3.7929,32.0717,31.9895
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,2,1.66205,16.4881,9.86615,3.76934,31.8782,31.7857
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,3,1.65939,16.4763,10.0114,3.78368,32.0195,31.9308
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,4,1.65731,16.484,9.96152,3.78266,31.9701,31.8855
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,5,1.65571,16.5406,9.99399,3.76525,32.0291,31.9555
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,6,1.66192,16.5926,9.84723,3.78675,31.9756,31.8885
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,7,1.66342,16.5274,9.88906,3.77856,31.9212,31.8584
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,8,1.66349,16.5166,9.96472,3.78163,32.016,31.9265
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,9,1.65056,16.5943,9.84891,3.78675,31.9647,31.8805
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,10,1.6559,16.5194,9.94851,3.78778,31.9994,31.9116
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,11,1.66038,16.488,10.019,3.78163,32.0348,31.949
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,12,1.65578,16.4812,9.96316,3.78368,31.9718,31.8839
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,13,1.66378,16.67,9.93235,3.78573,32.1397,32.0519
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,14,1.65853,16.514,9.91295,3.79802,31.9738,31.8835
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,15,1.65258,16.5004,10.0391,3.77446,32.061,31.9665
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,16,1.6584,16.4863,9.97073,3.79597,32.0022,31.9114
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,17,1.66026,16.5569,9.99179,3.77754,32.0697,31.9865
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,18,1.65811,16.4966,10.0594,3.79597,32.1002,32.0101
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,19,1.65411,16.4795,10.0553,3.79392,32.0707,31.9828
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,20,1.64829,16.4951,9.88245,3.77856,31.8876,31.8043
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,21,1.65709,16.5391,9.90095,3.77958,31.9743,31.8768
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,22,1.65981,16.4832,10.0456,3.79802,32.072,31.9866
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,23,1.65776,16.4778,10.0375,3.77958,32.0388,31.9527
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,24,1.64826,16.6496,9.89629,3.78573,32.0668,31.9799
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,25,1.65184,16.4756,10.0052,3.78368,32.0053,31.9163
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,26,1.6481,16.5227,9.98521,3.78266,32.0269,31.9386
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,27,1.64906,16.4994,9.9359,3.77958,31.9422,31.864
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,28,1.65091,16.6259,9.8767,3.79187,32.0313,31.9453
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,512,29,1.65786,16.5015,9.98802,3.78061,32.0099,31.928
