dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,0,2.12192,25.1325,9.49979,2.00397,38.8796,38.7582
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,1,1.73958,17.7969,10.4418,1.92512,31.9091,31.9034
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,2,1.73866,17.7889,10.4015,1.92512,31.8624,31.8542
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,3,1.73763,17.7989,10.3982,1.9241,31.8591,31.8588
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,4,1.74106,17.7904,10.416,1.9241,31.8792,31.8715
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,5,1.74134,17.7908,10.4005,1.92307,31.8542,31.8558
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,6,1.7385,17.7878,10.4332,1.91693,31.8755,31.8764
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,7,1.73914,17.7996,10.406,1.92307,31.8634,31.8678
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,8,1.73418,17.793,10.404,1.92717,31.8706,31.8584
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,9,1.74093,17.7876,10.4114,1.92717,31.8679,31.8671
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,10,1.73731,17.801,10.402,1.92205,31.8675,31.8623
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,11,1.73734,17.7896,10.4086,1.92205,31.8694,31.8576
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,12,1.7383,17.7939,10.4003,1.92515,31.8536,31.8577
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,13,1.73546,17.7972,10.4124,1.91386,31.8723,31.8589
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,14,1.73866,17.7909,10.4105,1.91795,31.856,31.858
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,15,1.72979,17.7957,10.4047,1.9241,31.8683,31.8543
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,16,1.73926,17.7974,10.3986,1.92307,31.8675,31.8583
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,17,1.73846,17.7927,10.405,1.9241,31.8584,31.8603
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,18,1.73514,17.7992,10.4028,1.92614,31.8615,31.8633
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,19,1.74221,17.7891,10.4001,1.91693,31.8527,31.8484
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,20,1.73728,17.797,10.4132,1.92205,31.8738,31.8696
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,21,1.73923,17.7883,10.3919,1.91795,31.8488,31.8374
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,22,1.74022,17.807,10.4015,1.93024,31.8768,31.8789
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,23,1.73232,17.7867,10.4011,1.91488,31.8453,31.8349
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,24,1.74653,17.8051,10.4109,1.91898,31.8903,31.8815
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,25,1.74563,17.8061,10.4057,1.92,31.8892,31.8775
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,26,1.74336,17.7866,10.4011,1.92,31.8588,31.8511
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,27,1.7369,17.7857,10.3983,1.91901,31.8459,31.8399
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,28,1.73696,17.8,10.404,1.91795,31.8615,31.8589
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,29,1.73728,17.7864,10.4031,1.92611,31.8631,31.8529
