dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,0,86.1671,669.761,9.48404,1.39261,766.27,766.805
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,1,84.5185,442.004,9.44124,0.998368,536.137,536.962
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,2,85.4357,444.368,9.43877,0.997344,538.997,540.239
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,3,84.4596,441.441,9.43949,0.99424,535.538,536.335
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,4,84.6964,439.908,9.48128,0.998336,535.196,535.084
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,5,84.743,434.524,9.48063,0.997376,529.891,529.745
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,6,84.809,439.867,9.48948,0.999424,535.299,535.165
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,7,85.7585,438.422,9.4698,0.993216,534.753,534.644
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,8,85.2563,436.608,9.47428,1.00144,532.449,532.34
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,9,84.5115,443,9.43368,0.988128,537.133,537.933
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,10,84.6165,441.905,9.46326,1.00861,537.072,536.993
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,11,86.6947,439.966,9.55423,1.01683,537.395,537.232
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,12,84.7385,439.303,9.47151,0.997344,534.619,534.51
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,13,85.7522,440.335,9.47494,0.999424,536.672,536.561
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,14,85.4451,444.03,9.43715,0.991168,539.557,539.904
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,15,84.6706,441.141,9.48176,0.997376,536.41,536.291
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,16,84.7253,437.046,9.46855,0.995264,532.348,532.235
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,17,85.481,440.194,9.43497,0.988128,535.655,536.098
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,18,85.6052,438.369,9.48791,0.990176,534.565,534.452
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,19,84.6545,437.549,9.43737,0.99424,532.757,532.636
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,20,85.3415,435.064,9.44388,0.990176,530.681,530.84
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,21,84.3866,448.922,9.44435,0.996288,543.197,543.749
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,22,84.463,482.69,9.43953,0.993216,576.831,577.586
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,23,84.39,456.828,9.44097,0.995296,550.941,551.655
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,24,85.3776,443.014,9.43423,0.98816,538.104,538.814
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,25,85.4081,452.816,9.42839,0.988128,547.26,548.641
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,26,85.0663,443.367,9.43052,0.990144,537.433,538.854
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,27,84.6895,454.95,9.43672,0.995264,549.872,550.071
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,28,85.0955,437.045,9.47295,0.994272,532.722,532.608
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,29,84.6415,441.635,9.43315,0.98912,535.983,536.699
