dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,0,1.07238,627.409,2.07485,0.718816,625.586,631.275
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,1,0.435616,531.636,2.00361,0.45056,534.091,534.526
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,2,0.44016,501.694,1.98372,0.449536,504.616,504.567
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,3,0.397024,522.203,1.98935,0.420864,524.322,525.011
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,4,0.438464,487.499,1.96813,0.449536,490.373,490.356
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,5,0.44576,496.62,1.97363,0.45056,499.572,499.49
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,6,0.436128,481.701,1.99023,0.446464,484.578,484.574
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,7,0.434048,505.863,1.96877,0.447488,506.534,508.713
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,8,0.432384,481.785,1.97584,0.452608,484.651,484.646
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,9,0.417856,506.065,2.06435,0.45056,508.523,508.998
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,10,0.446368,483.636,2.00864,0.454656,486.628,486.546
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,11,0.436896,489.011,1.97923,0.451584,477.291,491.879
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,12,0.434688,496.396,1.98501,0.45056,499.34,499.266
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,13,0.433184,506.191,1.96795,0.446464,507.447,509.039
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,14,0.4344,515.173,1.97529,0.448512,518.039,518.032
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,15,0.432064,472.242,1.97562,0.45056,472.273,475.1
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,16,0.392224,470.589,1.99018,0.42496,469.421,473.396
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,17,0.442752,487.463,1.98013,0.451584,480.605,490.338
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,18,0.442304,498.427,2.02401,0.45056,494.091,501.344
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,19,0.43632,474.407,1.97576,0.448512,477.278,477.268
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,20,0.44032,479.929,1.97884,0.448512,482.833,482.797
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,21,0.391744,524.88,1.98251,0.419808,527.064,527.674
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,22,0.396608,473.228,1.98125,0.418816,474.099,476.024
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,23,0.438816,484.852,1.97653,0.447488,483.184,487.715
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,24,0.398752,485.696,1.98064,0.416768,485.232,488.492
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,25,0.431072,475.799,1.97702,0.449536,477.465,478.657
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,26,0.440064,491.627,1.9811,0.45056,494.51,494.499
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,27,0.437696,504.309,1.9705,0.449536,500.27,507.166
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,28,0.441632,491.672,1.97568,0.447488,494.507,494.537
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,512,29,0.439424,473.937,1.98514,0.453632,473.533,476.815
