dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,0,1.22774,1153.49,4.97874,2.09715,1161.79,1161.79
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,1,0.739232,990.165,4.93369,1.79302,977.995,997.631
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,2,0.763296,931.279,4.92142,1.78893,926.624,938.752
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,3,0.710112,934.384,4.83763,1.69568,941.269,941.628
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,4,0.703328,948.624,4.81944,1.68448,949.802,955.832
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,5,0.704768,947.635,4.82129,1.68138,951.614,954.842
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,6,0.74656,946.988,4.97112,1.80736,948.121,954.513
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,7,0.750816,950.576,4.9586,1.80429,947.476,958.089
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,8,0.75472,963.161,4.92033,1.80736,955.231,970.644
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,9,0.7576,937.674,4.92961,1.79814,940.995,945.16
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,10,0.739904,929.58,4.92846,1.80838,930.551,937.057
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,11,0.756448,929.835,4.92806,1.79302,928.567,937.313
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,12,0.741248,934.792,4.92162,1.79712,936.167,942.253
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,13,0.701792,942.263,4.81285,1.68445,948.325,949.462
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,14,0.757696,953.03,4.92271,1.79302,958.434,960.504
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,15,0.740576,953.068,4.94092,1.8176,956.733,960.567
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,16,0.760576,967.603,4.96589,1.80429,968.393,975.134
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,17,0.742688,929.415,4.93141,1.80429,933.185,936.893
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,18,0.742112,955.748,4.94248,1.80941,963.188,963.242
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,19,0.758752,958.439,4.96084,1.79917,965.901,965.958
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,20,0.75584,934.078,4.93758,1.7879,941.462,941.559
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,21,0.73808,932.652,4.92679,1.78995,933.644,940.107
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,22,0.757184,965.577,4.93294,1.81248,972.975,973.08
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,23,0.755552,948.233,4.92319,1.79098,955.698,955.703
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,24,0.757312,955.333,4.92937,1.80019,962.737,962.819
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,25,0.70736,982.016,4.82293,1.6855,979.417,989.232
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,26,0.741664,951.346,4.93304,1.79507,957.665,958.816
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,27,0.701696,962.99,4.82435,1.68342,968.768,970.2
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,28,0.706848,937.743,4.90509,1.69875,938.011,945.053
3,double,uniform,GPU,"P | P | P | P | D | N",8,512,29,0.739264,943.058,4.92355,1.81965,945.301,950.54
