dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,0,65.375,1100.08,4.8914,2.04794,1170.48,1172.4
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,1,63.4986,948.342,4.87127,1.68554,1018.52,1018.4
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,2,64.443,946.468,4.8255,1.68336,1011.7,1017.42
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,3,63.4548,947.515,4.84214,1.68438,1017.63,1017.5
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,4,63.9381,939.78,4.89213,1.69366,1010.46,1010.3
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,5,63.5018,933.4,4.91597,1.70899,1003.66,1003.53
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,6,60.1274,961.372,4.85414,1.68653,1024.05,1028.04
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,7,63.4154,959.798,4.86644,1.69261,1029.9,1029.77
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,8,60.1408,949.882,4.82303,1.68038,1009.84,1016.53
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,9,58.7132,929.41,4.93924,1.80122,980.408,994.863
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,10,64.3691,916.571,4.81984,1.68339,978.982,987.443
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,11,63.7156,930.028,4.86084,1.69162,997.507,1000.3
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,12,60.0398,950.341,4.83576,1.68442,1010.77,1016.9
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,13,60.278,947.757,4.84687,1.70902,1004.03,1014.59
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,14,63.7961,935.33,4.82682,1.69056,989.316,1005.64
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,15,63.6092,962.226,4.85099,1.68448,1032.49,1032.37
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,16,60.0252,956.071,4.88795,1.70294,1018.27,1022.69
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,17,63.8207,931.728,4.90455,1.69469,1002.28,1002.15
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,18,59.4043,947.283,4.82295,1.68141,1011.98,1013.19
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,19,63.3691,967.121,4.85584,1.69165,1037.17,1037.04
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,20,63.8556,935.724,4.85771,1.69158,1006.26,1006.13
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,21,63.5077,948.064,4.84245,1.68243,1018.22,1018.1
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,22,63.7423,961.152,4.85062,1.68851,1031.56,1031.43
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,23,63.6442,941.931,4.8409,1.69264,986.675,1012.11
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,24,64.2903,943.949,4.8664,1.68957,1014.94,1014.8
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,25,64.3981,945.863,4.82591,1.68339,1003.27,1016.77
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,26,64.1979,935.114,4.84763,1.69162,1005.98,1005.85
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,27,63.5719,980.917,4.82273,1.68336,1027.74,1050.99
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,28,59.8509,936.151,4.82235,1.68339,1001.51,1002.51
3,double,uniform,CPU,"P | P | P | P | Ds | Ds",8,512,29,59.7965,942.159,4.8309,1.68445,999.313,1008.47
