dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,0,1.36419,693.327,4.21497,1.05264,699.992,699.959
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,1,0.703904,489.27,4.17731,0.744416,494.492,494.895
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,2,0.70624,524.604,4.1531,0.746496,529.788,530.209
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,3,0.703744,502.891,4.14687,0.746464,508.397,508.489
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,4,0.7016,500.06,4.15008,0.742336,505.563,505.654
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,5,0.697952,495.424,4.14715,0.740288,498.216,501.01
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,6,0.703424,511.728,4.14829,0.745408,517.238,517.325
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,7,0.7016,494.214,4.14982,0.744416,498.58,499.81
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,8,0.703328,489.962,4.15007,0.7424,494.015,495.557
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,9,0.704704,496.725,4.15192,0.750528,502.241,502.332
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,10,0.711456,514.881,4.15319,0.743392,517.668,520.489
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,11,0.703136,509.852,4.15005,0.744416,515.356,515.45
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,12,0.701344,500.153,4.1437,0.742368,505.648,505.74
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,13,0.70752,491.889,4.15177,0.746432,497.402,497.495
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,14,0.702112,505.918,4.13727,0.743424,510.775,511.5
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,15,0.699424,502.669,4.15402,0.7424,506.753,508.265
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,16,0.703648,511.257,4.14985,0.741312,516.536,516.852
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,17,0.700992,497.148,4.15617,0.741376,501.842,502.747
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,18,0.700416,508.071,4.15695,0.744416,511.257,513.673
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,19,0.702176,520.915,4.14869,0.739296,522.841,526.505
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,20,0.709792,500.328,4.21327,0.766944,505.956,506.018
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,21,0.703072,499.428,4.16372,0.742336,501.786,505.037
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,22,0.701632,504.811,4.14373,0.743392,510.305,510.4
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,23,0.702336,524.39,4.14224,0.74544,529.888,529.98
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,24,0.702816,501.271,4.14813,0.742336,503.512,506.864
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,25,0.702048,505.965,4.14672,0.749536,509.527,511.564
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,26,0.701088,520.952,4.14093,0.742336,526.459,526.536
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,27,0.706176,488.498,4.15061,0.751552,494.019,494.107
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,28,0.700512,514.071,4.15576,0.743456,517.658,519.671
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,512,29,0.702336,514.891,4.14738,0.744448,520.376,520.485
