dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,0,118.312,23.5765,9.50292,1.66912,149.292,153.06
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,1,117.334,13.6727,9.60257,1.53805,137.925,142.148
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,2,117.355,13.8322,9.55905,1.53395,138.829,142.281
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,3,117.141,13.8386,9.54323,1.5319,138.818,142.055
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,4,117.357,13.7863,9.56859,1.5319,138.511,142.244
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,5,117.365,13.6165,9.5505,1.52883,137.469,142.061
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,6,116.342,14.5381,9.49173,1.53395,139.011,141.906
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,7,116.748,13.8983,9.57631,1.53088,138.272,141.753
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,8,116.955,14.0071,9.5108,1.53805,139.589,142.011
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,9,116.844,13.8209,9.53526,1.536,138.745,141.737
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,10,116.853,13.7752,9.54839,1.53293,138.838,141.71
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,11,117.333,13.8,9.55551,1.53498,138.676,142.223
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,12,116.42,13.8172,9.55085,1.53907,138.795,141.328
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,13,116.35,13.8021,9.56898,1.53395,138.671,141.255
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,14,117.003,13.814,9.56055,1.53088,138.998,141.909
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,15,116.249,14.4138,9.48239,1.53395,138.988,141.679
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,16,117.685,13.6435,9.56653,1.53498,137.981,142.43
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,17,116.425,13.8065,9.57993,1.52986,137.891,141.341
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,18,116.201,14.3975,9.48611,1.53293,138.835,141.618
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,19,117.996,13.8154,9.55372,1.53088,139.345,142.896
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,20,117.357,13.6156,9.54913,1.5319,137.516,142.054
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,21,117.531,13.6428,9.57793,1.52986,137.578,142.281
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,22,116.605,13.8669,9.56086,1.53702,137.84,141.57
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,23,116.546,13.8137,9.56201,1.53395,138.581,141.455
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,24,117.852,13.8582,9.60062,1.5401,139.345,142.851
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,25,116.314,13.8717,9.5715,1.53702,137.579,141.294
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,26,117.25,13.8277,9.55127,1.53498,139.036,142.164
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,27,117.521,13.8248,9.56037,1.53293,139.033,142.439
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,28,117.17,13.6067,9.54853,1.53498,137.357,141.86
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,29,117.311,13.5986,9.54151,1.5319,137.492,141.983
