dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,0,60.5468,0,2111.69,5.74666,2180.88,2177.98
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,1,43.095,0,937.789,1.2359,981.764,982.12
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,2,42.623,0,964.069,1.25949,1007.81,1007.95
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,3,44.4449,0,930.96,1.23494,976.472,976.639
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,4,43.1066,0,899.486,1.27069,943.528,943.864
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,5,43.1076,0,904.75,1.23286,948.665,949.09
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,6,44.0269,0,895.417,1.23286,940.21,940.676
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,7,42.7038,0,923.933,1.24614,967.896,967.883
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,8,43.1388,0,921.417,1.24106,965.371,965.797
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,9,42.5678,0,885.058,1.22259,928.593,928.848
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,10,42.573,0,872.715,1.23594,916.33,916.524
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,11,43.636,0,912.466,1.2441,957.172,957.346
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,12,43.1139,0,887.851,1.24205,931.727,932.207
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,13,42.5974,0,894.292,1.23382,937.845,938.123
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,14,42.6903,0,905.268,1.23587,949.252,949.194
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,15,42.5825,0,885.918,1.22563,929.706,929.726
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,16,42.7132,0,882.16,1.23184,925.898,926.105
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,17,43.0352,0,884.949,1.23699,928.986,929.221
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,18,43.6029,0,890.121,1.23693,934.991,934.961
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,19,43.1213,0,885.497,1.24714,929.34,929.866
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,20,42.7405,0,911.384,1.22986,955.104,955.354
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,21,42.6142,0,883.193,1.23898,926.817,927.046
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,22,42.5779,0,875.165,1.22362,918.689,918.967
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,23,42.5932,0,883.263,1.2359,927.066,927.092
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,24,42.7312,0,894.018,1.23792,937.896,937.987
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,25,42.6138,0,922.906,1.24717,966.547,966.767
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,26,43.1302,0,889.401,1.23389,933.538,933.765
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,27,43.0476,0,912.958,1.22467,956.743,957.23
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,28,42.7586,0,931.469,1.24413,975.236,975.472
3,float,uniform,CPU,"P | P | P | P | P | P",6,512,29,42.6109,0,914.814,1.23075,958.651,958.656
