dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,0,1.55334,644.926,11.661,1.38138,659.346,659.522
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,1,0.927872,443.474,11.6463,0.995296,456.88,457.043
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,2,0.930176,442.237,11.635,0.991168,455.625,455.793
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,3,0.934944,437.394,11.6523,0.991168,450.811,450.972
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,4,0.9296,439.488,11.6406,0.990144,452.888,453.049
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,5,0.933696,438.73,11.6399,1.00861,452.149,452.312
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,6,0.974688,440.324,11.4096,1.0752,452.591,453.784
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,7,0.931264,442.034,11.6437,0.992192,455.441,455.601
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,8,0.933888,436.061,11.6424,0.99632,449.465,449.634
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,9,0.927776,440.743,11.6392,0.9912,454.154,454.301
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,10,0.93264,439.072,11.6456,0.995296,452.481,452.646
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,11,0.939776,442.027,11.7158,1.0209,455.55,455.704
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,12,0.934592,437.414,11.6595,0.9912,450.835,451
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,13,0.926688,434.754,11.6335,0.992256,448.15,448.307
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,14,0.932736,436.961,11.6493,0.993248,450.377,450.536
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,15,0.929408,438.575,11.626,0.99632,451.954,452.127
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,16,0.93008,440.682,11.6469,0.993248,454.093,454.253
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,17,0.926368,433.699,11.6365,0.98912,447.087,447.251
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,18,0.9312,433.941,11.6408,0.99936,447.351,447.512
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,19,0.928704,437.705,11.6431,0.99328,451.104,451.27
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,20,0.929408,435.376,11.6365,0.995264,448.774,448.938
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,21,0.926336,435.224,11.6298,0.98912,448.615,448.77
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,22,0.928448,435.635,11.6303,0.993248,449.022,449.187
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,23,0.932352,437.077,11.6354,0.993248,450.473,450.638
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,24,0.97296,440.08,11.3948,1.07008,452.287,453.518
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,25,0.930848,435.895,11.631,0.9912,449.285,449.448
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,26,0.935264,435.684,11.6351,0.992192,449.078,449.246
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,27,0.928736,435.492,11.6357,0.98912,448.878,449.046
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,28,0.933248,435.25,11.6365,0.99328,448.651,448.813
3,double,uniform,GPU,"D | D | D | D | D | D",6,512,29,0.934336,439.605,11.64,0.996288,453.012,453.176
