dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,0,1.00163,1624.65,6.48154,3.11805,1635.45,1635.25
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,1,0.958048,1561.34,6.32455,2.45558,1571.23,1571.08
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,2,0.959584,1618.08,6.45605,2.44627,1628.08,1627.94
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,3,0.976832,1669.85,6.41793,2.48413,1679.88,1679.73
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,4,0.958688,1577.99,6.43793,2.44838,1587.98,1587.84
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,5,0.96032,1539.84,6.33239,2.44934,1548.02,1549.58
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,6,0.958464,1509.96,6.7433,2.34394,1517.87,1520.01
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,7,0.977248,1558.33,6.47286,2.46989,1532.43,1568.25
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,8,0.958752,1547.23,6.36351,2.45245,1557.15,1557.01
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,9,0.963936,1526.33,6.3368,2.45142,1534.84,1536.08
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,10,0.957216,1518.34,6.35283,2.44525,1527.96,1528.1
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,11,0.957248,1535.6,6.37644,2.44422,1536.31,1545.38
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,12,0.958752,1570.22,6.41355,2.4473,1560.74,1580.04
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,13,0.956608,1536.42,6.3335,2.44627,1544.69,1546.15
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,14,0.976544,1515.66,6.42702,2.45242,1512.95,1525.51
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,15,0.960192,1526.04,6.45544,2.45859,1534.59,1535.91
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,16,0.959392,1537.7,6.43896,2.45142,1547.69,1547.55
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,17,0.95888,1534.12,6.36716,2.44934,1544.03,1543.89
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,18,0.955936,1562.23,6.39202,2.45037,1572.17,1572.03
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,19,0.959744,1539.81,6.42834,2.4473,1549.4,1549.64
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,20,0.957472,1573.85,6.38266,2.45245,1583.8,1583.64
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,21,0.974624,1600.17,6.37968,2.45658,1610.14,1609.98
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,22,0.957248,1585.69,6.40635,2.44627,1578.89,1595.5
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,23,0.956672,1554.62,6.3618,2.44624,1560.07,1564.38
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,24,0.958784,1537.52,6.37978,2.4473,1547.45,1547.3
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,25,0.956384,1580.12,6.39523,2.45552,1584,1589.93
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,26,0.965632,1543.5,6.77442,2.35213,1544.46,1553.6
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,27,0.958048,1508.56,6.31142,2.45344,1518.44,1518.28
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,28,0.958624,1544.74,6.33074,2.44525,1547.83,1554.47
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,512,29,0.959744,1501.86,6.42333,2.44429,1506.43,1511.69
