dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,0,1.56099,751.316,9.46717,1.30147,763.494,763.646
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,1,0.937408,443.913,9.45995,0.996288,454.105,455.306
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,2,0.93312,449.055,9.44268,1.00147,460.268,460.432
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,3,0.9328,433.246,9.45256,0.994272,444.462,444.626
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,4,0.92992,436.245,9.43723,0.99424,447.436,447.606
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,5,0.929056,645.101,9.44424,0.991232,656.31,656.465
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,6,0.934496,473.915,9.44575,1.00144,485.143,485.297
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,7,0.929856,630.432,9.43664,0.991168,641.636,641.79
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,8,0.97104,467.464,9.20008,1.07315,477.517,478.708
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,9,0.932352,444.227,9.44277,0.992192,455.43,455.594
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,10,0.939808,444.755,9.50744,1.00963,454.99,456.212
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,11,0.937856,441.58,9.46106,0.995264,452.812,452.974
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,12,0.929248,435.735,9.44079,0.99424,446.94,447.099
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,13,0.927712,440.649,9.44202,0.992224,451.848,452.011
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,14,0.928128,590.813,9.44223,0.997344,602.031,602.18
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,15,0.926432,455.116,9.44243,0.997312,466.321,466.482
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,16,0.927808,448.682,9.43683,0.996288,459.886,460.043
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,17,0.928096,439.403,9.44273,0.991168,450.604,450.765
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,18,0.974848,450.207,9.18031,1.07827,460.164,461.44
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,19,0.93312,449.631,9.44053,0.997312,459.759,461.002
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,20,0.92944,442.858,9.44062,0.994304,453.016,454.222
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,21,0.92784,445.501,9.44909,0.995328,455.672,456.873
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,22,0.973152,442.124,9.17469,1.07315,452.134,453.345
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,23,0.972992,451.731,9.16547,1.07315,461.72,462.943
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,24,0.92928,463.027,9.43415,0.993216,473.164,474.384
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,25,0.9288,435.787,9.44172,0.990176,446.985,447.148
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,26,0.932864,449.776,9.44888,0.992224,459.92,461.15
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,27,0.9752,443.629,9.20529,1.06906,453.638,454.879
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,28,0.929056,441.642,9.4381,0.997312,451.789,453.006
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,29,0.92672,437.224,9.42883,0.9912,448.408,448.571
