dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,0,33.566,606.268,2.44595,1.23696,639.214,643.517
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,1,31.9961,496.807,2.40017,0.887808,528.038,532.091
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,2,30.7066,485.75,2.40733,0.895968,510.559,519.76
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,3,30.3838,481.517,2.40643,0.894912,507.658,515.202
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,4,32.0427,485.634,2.391,0.8888,511.603,520.957
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,5,30.1755,481.424,2.38248,0.887808,508.175,514.87
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,6,30.5285,495.777,2.43753,0.89696,523.557,529.64
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,7,30.0822,472.524,2.39663,0.896992,500.296,505.9
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,8,32.4123,466.817,2.40534,0.887744,502.656,502.523
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,9,30.2706,485.19,2.4055,0.883712,497.67,518.75
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,10,29.6398,488.619,2.41002,0.979968,521.443,521.649
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,11,30.0316,476.61,2.39696,0.890848,496.126,509.929
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,12,30.5339,476.725,2.37453,0.885664,500.709,510.52
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,13,30.1906,470.665,2.45382,0.90112,499.752,504.21
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,14,30.5732,486.42,2.40416,0.892928,518.922,520.291
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,15,32.3588,469.397,2.40045,0.891872,501.377,505.049
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,16,32.0138,472.797,2.39932,0.889792,506.933,508.1
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,17,30.1443,506.05,2.38442,0.883712,514.955,539.462
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,18,30.1915,486.948,2.39075,0.886784,519.968,520.417
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,19,30.369,486.87,2.42691,0.906144,506.525,520.572
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,20,30.3303,479.079,2.38657,0.88368,506.888,512.68
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,21,32.0866,477.373,2.40704,0.885728,504.567,512.752
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,22,32.1928,483.115,2.39832,0.89392,518.721,518.6
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,23,30.0185,470.242,2.38515,0.886752,499.538,503.532
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,24,32.0893,480.543,2.39749,0.88672,516.033,515.916
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,25,32.0311,477.14,2.39112,0.890784,502.557,512.453
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,26,30.5113,481.378,2.38889,0.89184,510.631,515.17
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,27,30.4228,473.659,2.39705,0.88672,495.839,507.365
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,28,30.1921,492.195,2.379,0.889824,518.117,525.656
3,float,uniform,CPU,"P | P | P | P | Ns | Ns",8,512,29,32.1709,490.98,2.40388,0.894976,526.573,526.45
