dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,0.9952,935.193,2.81096,0.949248,837.04,939.949
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,0.972704,912.048,2.78383,0.744448,805.175,916.549
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,0.955712,886.886,2.76326,0.750592,802.665,891.355
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,0.978144,896.17,2.76195,0.745472,789.151,900.655
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,0.956928,874.238,2.77193,0.751616,794.301,878.718
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,0.955296,890.494,2.76093,0.753664,782.857,894.964
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,0.975968,908.019,2.76719,0.751616,799.92,912.513
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,0.95888,914.872,2.76447,0.751616,808.954,919.347
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,0.959232,895.549,2.76127,0.75776,807.179,900.028
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,0.9568,894.74,2.76634,0.754688,816.858,899.218
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,0.957568,885.809,2.76177,0.75264,808.064,890.281
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,0.959008,869.14,2.76762,0.749568,823.823,873.617
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,0.963328,886.619,2.76449,0.743424,794.684,891.09
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,0.95952,874.913,2.78665,0.760832,792.37,879.42
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,0.95616,878.576,2.76531,0.753664,792.898,883.051
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,0.9592,893.693,2.76196,0.7424,793.048,898.156
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,0.957504,883.182,2.76302,0.666624,793.178,887.569
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,0.956768,894.825,2.76853,0.761856,809.58,899.312
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,0.955904,870.567,2.76476,0.764928,787.454,875.052
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,0.959136,868.766,2.7625,0.758784,790.282,873.246
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,0.956544,879.766,2.76176,0.758784,795.703,884.244
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,0.959072,883.682,2.76576,0.739328,818.371,888.146
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,0.955968,885.461,2.76386,0.774144,796.259,889.955
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,0.95824,893.018,2.76555,0.671744,795.579,897.414
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,0.959616,905.787,2.76616,0.75776,811.292,910.271
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,0.959232,884.367,2.76305,0.768,795.136,888.858
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,0.958592,906.024,2.76382,0.749568,826.632,910.496
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,0.975296,873.556,2.76251,0.764928,792.476,878.059
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,0.97056,869.936,2.76412,0.751616,787.633,874.423
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,0.963904,881.834,2.76448,0.754688,799.513,886.317
