dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,0,117.098,25.8095,8.45932,3.77139,152.052,155.138
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,1,116.884,14.8333,8.41981,3.59117,140.736,143.729
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,2,115.749,15.2677,8.38251,3.59629,139.356,142.996
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,3,117.018,14.1417,8.36752,3.58707,139.303,143.115
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,4,117.362,14.2105,8.28925,3.59219,139.424,143.454
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,5,117.674,14.1228,8.36231,3.58093,140.3,143.74
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,6,116.601,14.6646,8.34846,3.60243,140.514,143.217
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,7,117.061,14.3303,8.37297,3.6055,140.334,143.37
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,8,117.199,14.3004,8.37465,3.61165,139.308,143.486
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,9,116.906,14.2973,8.36582,3.60038,139.433,143.169
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,10,116.567,15.6249,8.28049,3.60653,141.419,144.079
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,11,116.892,14.2794,8.29406,3.59424,139.303,143.059
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,12,116.349,14.6079,8.31181,3.62803,140.269,142.897
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,13,117.456,14.1522,8.3541,3.61267,139.542,143.575
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,14,117.652,14.1401,8.36035,3.59936,139.981,143.751
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,15,117.564,14.1316,8.41998,3.60141,139.839,143.717
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,16,117.424,14.1274,8.35861,3.59219,139.514,143.502
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,17,117.738,14.21,8.31215,3.59014,140.008,143.851
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,18,117.083,14.2701,8.37235,3.6055,139.595,143.331
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,19,115.988,15.0582,8.36955,3.60653,140.567,143.022
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,20,117.774,14.234,8.33532,3.59834,139.751,143.942
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,21,118.85,14.1112,8.34095,3.58195,141.562,144.884
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,22,117.484,14.2747,8.36119,3.60141,140.432,143.721
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,23,117.13,14.1395,8.34589,3.61165,139.775,143.227
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,24,117.311,14.1465,8.36204,3.59526,139.601,143.415
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,25,116.364,14.1906,8.36006,3.61267,139.36,142.527
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,26,117.383,14.2898,8.28197,3.59629,139.765,143.551
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,27,116.591,14.2315,8.32914,3.58093,139.18,142.732
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,28,116.589,14.5057,8.36546,3.61165,140.38,143.072
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,512,29,117.537,14.1511,8.34267,3.60653,139.704,143.637
