dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,0,0.524,467.982,2.96811,1.22368,417.143,472.698
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,1,0.493952,449.93,3.00074,0.684032,403.389,454.108
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,2,0.492064,463.117,2.93546,0.679936,412.701,467.225
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,3,0.492992,458.122,2.96788,0.677888,410.484,462.261
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,4,0.492704,449.322,2.9967,0.678912,401.325,453.49
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,5,0.508,439.872,2.99068,0.674816,402.643,444.046
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,6,0.491968,444.339,2.92389,0.67584,404.897,448.43
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,7,0.49168,449.505,2.97198,0.676864,411.143,453.645
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,8,0.496416,459.358,2.96625,0.679936,415.707,463.5
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,9,0.493408,463.111,2.94728,0.673792,406.041,467.225
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,10,0.4936,445.03,2.9721,0.679936,396.317,449.175
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,11,0.493984,441.241,2.96742,0.674816,393.895,445.377
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,12,0.492352,456.377,2.97255,0.68096,402.909,460.522
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,13,0.493248,459.125,2.9457,0.679936,408.217,463.243
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,14,0.493088,452.218,2.99281,0.695296,406.311,456.399
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,15,0.493472,458.142,2.98307,0.673792,407.017,462.292
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,16,0.511648,449.787,2.97341,0.679936,405.893,453.952
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,17,0.49344,443.253,3.00233,0.685056,397.844,447.434
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,18,0.493376,442.669,2.99114,0.678912,403.991,446.833
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,19,0.490816,446.648,2.98073,0.678912,398.129,450.799
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,20,0.493792,449.579,2.96292,0.679936,409.921,453.715
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,21,0.493664,449.208,3.03096,0.679936,401.166,453.412
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,22,0.491104,445.275,2.91148,0.677888,392.739,449.355
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,23,0.496384,441.773,2.98466,0.679936,391.968,445.934
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,24,0.494912,446.028,2.91555,0.689152,395.683,450.128
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,25,0.493472,437.968,2.94546,0.677888,395.194,442.085
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,26,0.490272,454.819,2.98262,0.68096,405.167,458.973
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,27,0.490336,446.265,2.98894,0.676864,399.536,450.421
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,28,0.493792,457.262,2.95379,0.676864,416.756,461.386
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",6,512,29,0.509024,457.615,2.99697,0.68096,416.906,461.802
