dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,0,3.30755,37.2535,27.7471,7.36051,75.6662,75.6687
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,1,2.87446,31.1746,26.2968,7.14035,67.5183,67.4863
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,2,2.87984,31.0294,26.4895,7.17517,67.6341,67.5739
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,3,2.87443,30.0762,26.3865,7.18541,66.6102,66.5226
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,4,2.87766,30.076,26.4052,7.16698,66.6117,66.5258
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,5,2.86826,30.1944,26.2869,7.19667,66.6256,66.5462
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,6,2.88227,30.1511,26.4056,7.19667,66.7193,66.6357
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,7,2.88243,30.032,26.4589,7.1977,66.6646,66.5711
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,8,2.87904,30.1687,26.4021,7.15571,66.6838,66.6056
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,9,2.87782,30.0666,26.4552,7.18234,66.666,66.582
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,10,2.8817,30.0059,26.4955,7.15264,66.6193,66.5357
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,11,2.87245,30.1324,26.5501,7.20794,66.8481,66.7629
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,12,2.86931,30.0227,26.4153,7.18746,66.5785,66.4948
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,13,2.87322,30.1044,26.4075,7.15878,66.5982,66.5439
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,14,2.8817,30.0798,26.4587,7.15776,66.6631,66.578
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,15,2.87139,30.0866,26.4571,7.1639,66.6445,66.579
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,16,2.88813,30.2518,26.3697,7.19462,66.8252,66.7043
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,17,2.86486,30.1343,26.386,7.168,66.6412,66.5532
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,18,2.87824,30.095,26.3804,7.19872,66.6391,66.5523
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,19,2.86848,30.1175,26.4825,7.15366,66.7067,66.6221
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,20,2.87514,30.1247,26.4267,7.16288,66.6742,66.5894
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,21,2.86784,30.0428,26.4599,7.15674,66.5936,66.5273
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,22,2.8783,30.2903,26.2695,7.15776,66.6806,66.5959
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,23,2.86182,30.1078,26.4533,7.14854,66.6595,66.5714
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,24,2.87098,30.0941,26.3782,7.17517,66.6095,66.5185
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,25,2.87776,30.0661,26.4766,7.17926,66.6878,66.5998
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,26,2.86445,30.048,26.3969,7.17722,66.5728,66.4866
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,27,2.86893,30.0452,26.47,7.17414,66.6421,66.5582
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,28,2.8767,30.0999,26.4771,7.1977,66.7344,66.6513
3,double,uniform,GPU,"P | P | P | P | N | D",2,512,29,2.86422,30.0852,26.453,7.17312,66.6622,66.5755
