dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,0,0.989376,933.959,9.72473,1.57696,856.824,946.25
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,1,0.973984,898.574,9.62778,1.0752,837.574,910.251
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,2,0.974688,891.834,9.64764,1.06291,815.951,903.52
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,3,0.956768,882.952,9.6134,1.06701,797.71,894.589
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,4,0.9576,879.365,9.67918,1.06189,805.765,891.064
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,5,0.97168,885.75,9.61868,1.06701,821.126,897.407
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,6,0.963872,885.401,9.60677,1.06189,840.264,897.034
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,7,0.97344,886.578,9.64841,1.0711,847.407,898.271
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,8,0.973376,874.001,9.62725,1.06394,791.696,885.666
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,9,0.971904,883.339,9.64259,1.06598,796.526,895.019
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,10,0.957888,874.056,9.65232,1.06598,791.622,885.732
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,11,0.956256,885.023,9.62686,1.06496,791.342,896.671
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,12,0.956,909.192,9.63618,1.06701,804.393,920.851
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,13,0.961824,879.19,9.63531,1.06496,793.982,890.852
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,14,0.958912,868.86,9.61917,1.06701,787.061,880.505
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,15,0.96016,877.563,9.63218,1.06803,799.27,889.223
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,16,0.977984,874.225,9.62784,1.06803,792.459,885.899
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,17,0.975072,885.681,9.68783,1.07315,796.096,897.417
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,18,0.974464,874.898,9.63834,1.06394,789.941,886.575
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,19,0.972608,883.482,9.59854,1.06598,784.887,895.119
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,20,0.955904,892.853,9.61591,1.06701,810.492,904.492
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,21,0.957024,875.949,9.61366,1.06291,804.562,887.583
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,22,0.97344,884.258,9.64018,1.06803,841.144,895.94
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,23,0.95744,868.645,9.61411,1.0711,785.429,880.288
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,24,0.960288,881.591,9.62544,1.06496,822.093,893.241
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,25,0.956832,882.373,9.6373,1.06701,800.48,894.034
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,26,0.971232,900.703,9.61806,1.06598,789.887,912.359
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,27,0.958272,896.12,9.6221,1.06496,803.651,907.766
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,28,0.971712,887.988,9.58757,1.06906,787.951,899.616
3,double,uniform,GPU,"D | D | D | D | N | D",6,512,29,0.972896,889.917,9.62509,1.06189,833.545,901.576
