dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,0,87.5432,685.904,11.6686,1.3895,786.669,786.505
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,1,85.6139,437.367,11.6443,0.991168,535.423,535.617
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,2,84.9285,433.077,11.6458,0.994304,530.524,530.645
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,3,84.5927,435.658,11.6511,0.991168,532.664,532.893
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,4,85.5716,433.42,11.6727,1.00557,531.782,531.67
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,5,85.5738,438.924,11.6354,0.98912,536.687,537.123
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,6,84.4925,445.789,11.6356,0.992224,542.713,542.909
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,7,84.5981,440.321,11.6422,0.992224,536.96,537.553
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,8,85.4841,441.339,11.6882,1.01373,539.66,539.525
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,9,84.6772,440.902,11.6574,0.996384,538.151,538.233
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,10,85.4291,439.834,11.6604,0.997344,538.029,537.921
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,11,85.6725,434.955,11.6792,0.992224,533.415,533.299
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,12,84.5124,441.743,11.6387,1.00042,538.935,538.895
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,13,84.7114,442.725,11.6366,0.99328,539.944,540.066
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,14,84.5804,436.487,11.6385,0.99936,533.768,533.705
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,15,84.7875,435.054,11.6336,0.99328,532.292,532.468
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,16,85.4707,439.483,11.6606,0.992192,537.723,537.606
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,17,84.6341,440.882,11.6326,0.992192,537.96,538.14
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,18,84.68,440.721,11.6307,0.991168,537.862,538.022
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,19,85.6896,437.206,11.6553,0.996352,535.659,535.548
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,20,85.6133,442.931,11.6541,0.996384,541.303,541.194
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,21,85.6283,438.168,11.6601,0.992192,536.555,536.448
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,22,84.7052,442.747,11.6335,0.993248,540.008,540.079
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,23,84.5339,438.34,11.6337,0.990176,535.344,535.498
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,24,85.5955,435.199,11.625,0.992192,532.649,533.412
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,25,84.5461,438.75,11.65,0.994272,534.979,535.941
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,26,84.8181,439.581,11.6246,0.992224,536.82,537.016
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,27,84.5278,439.527,11.629,0.991168,536.608,536.675
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,28,85.4886,436.252,11.6543,0.9984,534.503,534.393
3,double,uniform,CPU,"D | D | D | D | D | D",6,512,29,84.5669,437.528,11.6296,0.989152,534.451,534.714
