dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,0,1.48941,0,5444.73,4.41139,5450.78,5450.63
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,1,1.41718,0,4679.56,3.37504,4684.47,4684.35
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,2,1.41827,0,4667.39,3.38221,4672.27,4672.19
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,3,1.41488,0,4683.97,3.37504,4688.88,4688.76
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,4,1.4177,0,4666.94,3.37402,4671.82,4671.73
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,5,1.4167,0,4680.27,3.37706,4685.19,4685.07
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,6,1.41232,0,4690.74,3.36589,4695.64,4695.51
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,7,1.40515,0,4655.97,3.3689,4660.84,4660.74
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,8,1.40966,0,4692.81,3.35763,4697.68,4697.57
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,9,1.42592,0,4675.14,3.36582,4679.99,4679.94
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,10,1.40602,0,4669.9,3.35466,4674.76,4674.66
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,11,1.40688,0,4665.57,3.35046,4670.44,4670.33
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,12,1.40429,0,4673.93,3.35459,4678.79,4678.69
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,13,1.41456,0,4673.2,3.36275,4678.1,4677.97
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,14,1.40394,0,4664.74,3.35971,4669.6,4669.5
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,15,1.40826,0,4697.27,3.35357,4702.15,4702.03
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,16,1.40573,0,4698.3,3.35965,4703.17,4703.06
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,17,1.40797,0,4677.32,3.35254,4682.18,4682.08
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,18,1.41517,0,4667.85,3.35763,4672.74,4672.62
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,19,1.40826,0,4692.44,3.36995,4697.33,4697.21
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,20,1.4047,0,4702.58,3.35046,4707.44,4707.34
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,21,1.40707,0,4670.31,3.35354,4675.17,4675.07
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,22,1.40822,0,4675.11,3.35357,4679.97,4679.87
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,23,1.40464,0,4692.28,3.35562,4697.14,4697.04
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,24,1.40522,0,4663.82,3.3535,4668.68,4668.58
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,25,1.40438,0,4662.64,3.35254,4667.5,4667.4
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,26,1.40723,0,4838.05,3.35152,4842.91,4842.81
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,27,1.40566,0,4731.07,3.35354,4735.93,4735.83
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,28,1.40531,0,4692.79,3.35149,4697.66,4697.55
3,double,uniform,GPU,"P | P | P | P | P | P",4,512,29,1.4056,0,4684.73,3.3536,4689.59,4689.48
