dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,0,1.38275,20.048,5.37005,2.08384,28.6454,28.8846
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,1,0.88336,9.8175,5.36654,1.89645,17.6438,17.9638
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,2,0.88576,9.7986,5.35127,1.90054,17.6137,17.9362
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,3,0.887552,9.85713,5.30751,1.90259,17.6324,17.9548
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,4,0.8832,9.80467,5.35263,1.91078,17.6138,17.9513
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,5,0.89056,9.81132,5.33108,1.89952,17.6261,17.9325
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,6,0.887072,9.80705,5.34769,1.8985,17.613,17.9403
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,7,0.884384,9.85228,5.33672,1.8944,17.6085,17.9678
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,8,0.890144,9.81985,5.33791,1.89235,17.6259,17.9403
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,9,0.885184,9.81627,5.35437,1.91386,17.5842,17.9697
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,10,0.885792,9.7971,5.36024,1.90259,17.6286,17.9457
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,11,0.885344,9.81057,5.35607,1.90874,17.6266,17.9607
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,12,0.887168,9.81696,5.34715,1.89338,17.6609,17.9446
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,13,0.885888,9.80187,5.34229,1.89952,17.5837,17.9296
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,14,0.886912,9.80488,5.34774,1.90157,17.6045,17.9411
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,15,0.882592,9.83298,5.34892,1.90566,17.5711,17.9702
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,16,0.890496,9.79551,5.33514,1.90259,17.6014,17.9237
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,17,0.88384,9.81,5.36217,1.89338,17.627,17.9494
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,18,0.887904,9.78527,5.33594,1.91283,17.616,17.9219
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,19,0.885728,9.80379,5.34092,1.90054,17.6405,17.931
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,20,0.886208,9.79506,5.34548,1.90259,17.6043,17.9293
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,21,0.886368,9.7904,5.35861,1.90362,17.6,17.939
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,22,0.884544,9.82622,5.33604,1.90566,17.5712,17.9525
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,23,0.885632,9.81619,5.37651,1.8944,17.5739,17.9727
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,24,0.886464,9.79754,5.33596,1.90566,17.5894,17.9256
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,25,0.886688,9.79316,5.36006,1.8944,17.6612,17.9343
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,26,0.89168,9.79183,5.34997,1.89747,17.6359,17.931
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,27,0.884864,9.81778,5.33728,1.91181,17.6059,17.9517
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,28,0.889984,9.83411,5.33423,1.89952,17.6358,17.9578
3,float,uniform,GPU,"P | P | P | P | D | N",4,512,29,0.887712,9.78798,5.35911,1.88826,17.607,17.9231
