dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,1.57165,663.646,2.78543,0.859136,671.064,668.862
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,0.924672,439.661,2.78277,0.505824,445.661,443.874
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,0.927872,436.058,2.76279,0.511968,442.055,440.26
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,0.92592,436.402,2.7637,0.501728,441.303,440.594
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,0.926944,438.649,2.75551,0.503808,444.63,442.835
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,0.93488,435.733,2.76865,0.516128,441.744,439.953
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,0.928896,431.893,2.76233,0.5048,437.877,436.089
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,0.923808,439.899,2.75434,0.502784,445.642,444.08
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,0.929632,436.527,2.76123,0.505856,441.457,440.724
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,0.925792,437.481,2.75588,0.5048,443.471,441.668
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,0.9376,434.37,2.80329,0.514048,440.25,438.625
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,0.932192,460.632,2.75703,0.502784,466.643,464.823
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,0.932864,458.016,2.76051,0.502752,462.887,462.212
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,0.92528,445.699,2.75624,0.505824,450.673,449.886
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,0.92864,454.117,2.76159,0.506848,460.11,458.314
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,0.929568,441.698,2.76298,0.508896,446.622,445.899
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,0.925728,434.325,2.75486,0.502752,440.305,438.508
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,0.924864,444.661,2.75834,0.502752,449.633,448.847
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,0.939392,441.033,2.76086,0.507872,445.892,445.242
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,0.935168,441.233,2.81193,0.512992,446.271,445.493
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,0.927808,437.335,2.75981,0.50688,443.321,441.529
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,0.92352,438.462,2.76004,0.505824,443.445,442.651
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,0.924544,438.244,2.75608,0.504832,443.186,442.43
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,0.926496,438.428,2.75704,0.502752,444.395,442.615
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,0.92416,457.677,2.756,0.505856,463.434,461.863
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,0.924864,483.545,2.7571,0.50176,489.319,487.729
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,0.927456,522.415,2.74886,0.504832,527.328,526.596
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,0.930112,493.201,2.76398,0.50176,498.133,497.397
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,0.926144,465.188,2.75505,0.506848,470.134,469.376
3,double,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,0.93072,485.998,2.76318,0.512992,490.975,490.205
