dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,0,118.693,23.115,6.41066,1.70189,146.121,149.921
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,1,117.395,14.7113,6.3937,1.55648,135.25,140.056
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,2,117.272,14.7436,6.47833,1.55648,135.861,140.05
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,3,116.834,14.1238,6.06233,1.53498,134.301,138.555
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,4,117.464,14.0869,6.06727,1.53293,134.842,139.151
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,5,116.467,14.0901,6.11572,1.53293,135.347,138.206
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,6,117.937,14.0814,6.04005,1.53498,136.003,139.593
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,7,117.653,14.086,6.15518,1.5319,134.497,139.426
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,8,116.862,14.0912,6.1556,1.536,134.695,138.645
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,9,117.062,14.0576,6.05918,1.53088,134.224,138.71
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,10,117.255,14.0809,6.12048,1.536,134.607,138.992
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,11,117.452,14.0419,6.08093,1.53395,134.613,139.109
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,12,117.407,14.0511,5.98102,1.53088,134.338,138.97
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,13,117.129,14.0584,6.11693,1.53702,134.767,138.841
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,14,116.275,14.068,6.0252,1.53907,133.966,137.907
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,15,116.469,14.0818,6.10959,1.54419,135.349,138.205
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,16,117.36,14.1118,6.01827,1.52986,135.524,139.02
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,17,117.69,14.0955,6.05487,1.53805,135.609,139.378
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,18,116.523,14.1167,6.11902,1.53293,134.657,138.291
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,19,116.052,14.2672,6.13509,1.53395,135.77,137.988
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,20,116.749,14.108,6.09056,1.53498,134.257,138.482
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,21,117.447,14.0584,6.03224,1.53088,134.783,139.069
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,22,117.374,14.0536,6.09155,1.54214,135.708,139.061
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,23,117.03,14.0806,6.07415,1.53498,135.555,138.72
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,24,117.593,14.0089,5.99869,1.536,134.751,139.137
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,25,117.275,14.0704,6.04595,1.536,134.507,138.927
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,26,117.797,14.0935,6.10474,1.53395,134.601,139.529
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,27,117.139,14.1285,6.08772,1.53395,135.137,138.889
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,28,116.253,14.4831,6.07182,1.53702,136.206,138.345
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,512,29,117.182,14.079,6.05325,1.54112,135.42,138.855
