dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,0,75.3239,959.346,9.63575,1.67014,975.494,1045.98
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,1,74.6957,943.583,9.57804,1.06086,928.668,1028.92
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,2,74.4366,906.039,9.55977,1.06598,905.813,991.102
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,3,75.1565,902.444,9.57281,1.07315,903.977,988.247
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,4,75.1856,920.88,9.60011,1.05574,923.079,1006.72
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,5,75.3759,895.329,9.58244,1.06906,895.193,981.357
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,6,74.8644,887.666,9.5629,1.05882,887.645,973.152
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,7,74.9728,873.937,9.60662,1.06394,872.982,959.58
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,8,74.9115,877.715,9.56147,1.05882,875.948,963.246
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,9,75.4772,884.101,9.59787,1.07213,878.911,970.248
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,10,74.9527,879.295,9.58738,1.06189,880.987,964.897
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,11,74.7429,881.561,9.58052,1.06906,916.097,966.953
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,12,74.9906,897.973,9.54768,1.05779,885.333,983.569
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,13,75.2374,903.839,9.59262,1.06394,920.362,989.733
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,14,75.0098,892.235,9.59805,1.07827,886.477,977.921
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,15,76.5376,884.03,9.5726,1.06189,886.503,971.202
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,16,74.6892,890.706,9.63173,1.06598,895.099,976.093
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,17,75.6485,888.339,9.62129,1.06291,891.521,974.672
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,18,74.6276,888.9,9.6159,1.06496,877.32,974.209
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,19,74.7442,889.588,9.54578,1.06701,887.244,974.945
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,20,74.6289,895.564,9.5545,1.06394,871.94,980.812
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,21,75.9807,877.316,9.5967,1.07725,882.751,963.971
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,22,74.6256,882.666,9.60324,1.06803,903.351,967.963
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,23,75.9696,876.289,9.57123,1.06496,874.673,962.895
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,24,75.5847,880.424,9.5616,1.06906,883.48,966.639
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,25,74.9995,882.083,9.57648,1.06701,872.522,967.726
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,26,74.9997,867.651,9.59466,1.06189,876.193,953.307
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,27,74.8979,894.462,9.54767,1.07008,886.682,979.978
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,28,75.2565,886.099,9.59065,1.06086,866.489,972.007
3,double,uniform,CPU,"D | D | D | D | N | D",6,512,29,74.774,869.774,9.60956,1.06803,868.576,955.226
