dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,0,2.25389,23.3687,7.48479,2.05619,35.2749,35.1636
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,1,1.73677,17.8056,7.38833,1.92922,28.94,28.86
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,2,1.73171,17.7701,7.28823,1.92307,28.7903,28.7131
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,3,1.73987,17.7714,7.34702,1.92717,28.8601,28.7855
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,4,1.74723,17.7553,7.48879,1.92717,28.9942,28.9185
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,5,1.73891,17.6776,7.26128,1.91078,28.6626,28.5885
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,6,1.72896,17.6637,7.27193,1.91181,28.6501,28.5764
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,7,1.73152,17.6676,7.37124,1.91488,28.7607,28.6852
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,8,1.73232,17.663,7.182,1.91181,28.5613,28.4891
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,9,1.73491,17.6609,7.32452,1.90566,28.7056,28.626
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,10,1.73472,17.6606,7.30285,1.90976,28.6842,28.608
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,11,1.72992,17.66,7.17363,1.90976,28.5494,28.4733
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,12,1.72672,17.6634,7.36121,1.90669,28.7333,28.6581
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,13,1.73024,17.6918,7.35466,1.91078,28.7726,28.6874
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,14,1.73686,17.6931,7.37887,1.91488,28.8037,28.7237
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,15,1.72458,17.692,7.25643,1.90976,28.6634,28.5828
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,16,1.72944,17.6901,7.25248,1.90157,28.6528,28.5736
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,17,1.73242,17.6933,7.18495,1.91283,28.6102,28.5235
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,18,1.72733,17.6748,7.16618,1.90976,28.5519,28.4781
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,19,1.72755,17.6652,7.35663,1.90976,28.737,28.6591
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,20,1.73866,17.7305,7.33058,1.91386,28.8064,28.7136
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,21,1.72602,17.6872,7.18556,1.91283,28.5891,28.5116
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,22,1.72877,17.6615,7.32426,1.90464,28.6952,28.6192
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,23,1.72845,17.6629,7.19144,1.91386,28.5756,28.4967
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,24,1.73075,17.6749,7.3421,1.91386,28.7355,28.6616
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,25,1.73286,17.6768,7.2096,1.91078,28.6138,28.5301
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,26,1.72867,17.6794,7.34968,1.90976,28.7465,28.6675
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,27,1.72736,17.6561,7.28555,1.90669,28.6496,28.5757
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,28,1.73219,17.6842,7.32659,1.91795,28.7384,28.6609
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,29,1.73091,17.6607,7.23233,1.90976,28.6079,28.5337
