dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,0,87.6753,1031.26,8.16679,2.97056,1130.25,1130.08
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,1,85.0211,830.266,7.37677,2.34179,924.151,925.006
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,2,84.8652,829.273,7.38521,2.33469,918.457,923.859
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,3,85.7325,831.225,8.12774,2.35002,927.569,927.435
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,4,85.1845,851.181,8.1339,2.35005,946.966,946.849
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,5,85.459,857.677,8.02987,2.3368,953.615,953.502
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,6,86.0473,832.89,8.04453,2.34083,929.44,929.322
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,7,85.1376,829.363,8.06378,2.3439,925.033,924.908
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,8,85.2879,827.65,8.08982,2.33984,923.478,923.368
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,9,85.2259,831.482,7.3966,2.33776,922.491,926.442
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,10,85.1182,836.45,8.04921,2.33568,932.08,931.953
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,11,85.9284,845.495,7.31491,2.33469,935.837,941.073
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,12,85.3743,827.958,8.12454,2.34394,923.921,923.801
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,13,84.8797,829.801,7.3681,2.3327,920.073,924.382
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,14,85.5586,826.274,8.1282,2.33472,922.411,922.295
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,15,85.0761,827.594,8.03733,2.33978,923.162,923.047
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,16,85.7401,825.855,7.37516,2.3367,920.122,921.307
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,17,84.9892,831.651,7.11783,2.3336,924.924,926.092
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,18,85.3401,831.912,8.09077,2.33984,927.799,927.682
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,19,85.8432,822.736,7.34223,2.33366,918.305,918.255
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,20,85.2922,823.006,8.06594,2.3337,918.814,918.697
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,21,86.3511,828.421,8.00265,2.33773,925.228,925.112
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,22,85.6955,822.57,8.08061,2.33677,918.806,918.683
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,23,85.201,827.87,8.0218,2.33571,923.544,923.428
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,24,85.0883,833.138,8.04009,2.33987,928.72,928.606
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,25,84.8629,832.94,7.52445,2.35315,925.576,927.681
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,26,85.0431,831.005,7.18176,2.33677,925.223,925.566
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,27,84.8344,830.025,7.33048,2.3408,924.566,924.531
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,28,86.0935,826.063,8.00598,2.33677,922.622,922.499
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,512,29,84.9516,829.615,8.02561,2.33981,925.045,924.932
