dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,0,60.1297,18.1912,6.8442,1.15098,84.7132,86.3161
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,1,59.1845,8.93181,6.83314,0.9984,73.9315,75.9479
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,2,58.9282,9.1439,6.83913,1.00147,74.2146,75.9127
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,3,58.91,8.95012,6.83801,0.9984,74.2485,75.6965
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,4,59.0274,9.10354,6.8426,0.996352,73.7619,75.9699
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,5,58.9972,8.92905,6.83649,1.00454,74.4168,75.7673
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,6,59.4426,8.9208,6.81967,0.9984,74.7314,76.1815
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,7,58.926,9.06212,6.83689,0.991232,74.3018,75.8163
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,8,59.1108,9.03444,6.83412,0.9984,73.552,75.9778
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,9,58.9862,8.92153,6.8204,1.00557,73.7532,75.7337
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,10,59.021,9.03636,6.8407,1.00557,73.9397,75.9036
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,11,59.0156,8.91737,6.84312,0.997376,74.1259,75.7735
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,12,58.4902,9.04627,6.83559,0.99328,74.144,75.3653
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,13,59.2841,9.02735,6.84044,0.997376,74.1392,76.1493
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,14,59.2421,8.90797,6.83195,1.0025,74.446,75.9845
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,15,59.1681,8.92642,6.83426,1.00454,74.259,75.9333
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,16,58.7297,8.95883,6.83613,0.9984,74.2211,75.5231
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,17,58.9733,9.01424,6.85654,1.0025,73.6568,75.8465
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,18,60.2892,8.88689,6.83158,0.999424,74.1978,77.0071
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,19,59.2596,8.95082,6.86735,1.00762,73.7968,76.0854
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,20,59.1621,9.03217,6.83638,1.00045,74.297,76.0311
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,21,58.5129,8.9297,6.83533,0.992256,73.9497,75.2701
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,22,59.0457,9.01659,6.8206,0.994304,74.3674,75.8772
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,23,58.8785,8.90514,6.84152,0.996352,73.4244,75.6215
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,24,59.1808,9.02973,6.82949,0.996352,73.781,76.0364
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,25,59.0838,9.02714,6.83185,0.997376,73.6398,75.9402
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,26,58.9579,8.92447,6.80897,0.994304,73.8914,75.6857
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,27,59.1794,8.9167,6.83771,1.00147,74.3212,75.9353
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,28,58.7339,8.94607,6.83892,1.0025,73.6935,75.5213
3,float,uniform,CPU,"D | D | D | D | N | D",4,512,29,58.572,8.91964,6.83547,0.999424,73.7984,75.3265
