dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,0,1.37686,20.3677,6.88776,1.1817,29.6342,29.814
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,1,0.885952,8.90132,6.85911,0.9984,17.6733,17.6448
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,2,0.885824,8.9055,6.85457,0.996352,17.6695,17.6423
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,3,0.88752,8.9153,6.85415,0.99328,17.6838,17.6502
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,4,0.888896,8.90428,6.85972,1.0025,17.676,17.6554
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,5,0.88896,8.92052,6.85152,0.996352,17.7001,17.6574
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,6,0.886048,8.94293,6.83405,1.00045,17.7459,17.6635
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,7,0.88736,8.91716,6.8437,1.00557,17.7103,17.6538
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,8,0.884608,8.92463,6.84821,1.00045,17.7044,17.6579
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,9,0.887584,8.91669,6.85525,1.00147,17.7037,17.661
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,10,0.885568,8.92994,6.85555,1.00147,17.7232,17.6725
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,11,0.884288,8.91904,6.86051,0.997376,17.7234,17.6612
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,12,0.886368,8.93011,6.85026,1.00659,17.7085,17.6733
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,13,0.887488,8.91835,6.86254,0.9984,17.7333,17.6668
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,14,0.8888,8.91188,6.8468,1.00045,17.7239,17.6479
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,15,0.88384,8.91524,6.85533,0.995328,17.688,17.6497
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,16,0.886752,8.9132,6.86064,0.999424,17.7262,17.66
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,17,0.882848,8.91771,6.8546,1.00045,17.7064,17.6556
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,18,0.882976,8.91262,6.8479,1.00045,17.7094,17.6439
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,19,0.883968,8.92719,6.84956,1.0025,17.7247,17.6632
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,20,0.888576,8.91051,6.85064,1.00352,17.6975,17.6532
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,21,0.880448,8.92312,6.85156,0.9984,17.7319,17.6535
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,22,0.893248,8.90631,6.85343,0.990208,17.7149,17.6432
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,23,0.88576,8.94318,6.8303,0.999424,17.7114,17.6587
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,24,0.882816,9.09843,6.83061,0.992256,17.6951,17.8041
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,25,0.888416,8.90879,6.8534,0.999424,17.6935,17.65
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,26,0.889376,8.91286,6.84378,1.0025,17.7059,17.6485
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,27,0.886144,8.91211,6.85359,1.0025,17.7032,17.6543
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,28,0.880448,8.90955,6.85532,1.0025,17.6917,17.6478
3,float,uniform,GPU,"D | D | D | D | N | D",4,512,29,0.881312,8.92861,6.84564,0.995328,17.701,17.6509
