dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,0,1.58666,1045.36,6.65058,2.604,1041.78,1056.2
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,1,0.97728,828.141,7.13612,2.31117,838.469,838.566
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,2,0.935968,827.259,6.59039,2.24861,836.517,837.034
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,3,0.978656,827.972,7.14325,2.29683,835.98,838.391
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,4,0.971456,830.835,7.11312,2.30502,841.146,841.225
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,5,0.984448,822.971,7.11976,2.30195,833.144,833.377
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,6,0.976832,820.39,7.11955,2.30502,828.354,830.791
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,7,0.976832,826.964,7.08417,2.29683,830.405,837.321
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,8,0.977376,828.537,7.08031,2.304,829.694,838.898
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,9,0.977856,824.883,7.14292,2.30912,835.14,835.313
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,10,0.976256,824.924,7.10612,2.30195,832.067,835.309
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,11,0.974816,832.333,7.12016,2.31219,842.609,842.74
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,12,0.975168,824.461,7.06562,2.29478,834.303,834.797
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,13,0.978784,824.089,7.08809,2.2999,830.44,834.456
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,14,0.9768,827.436,7.11083,2.30298,836.799,837.827
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,15,0.980416,824.837,7.04379,2.29888,830.437,835.16
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,16,0.979296,825.901,7.08359,2.30093,834.042,836.265
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,17,0.973248,824.875,7.08729,2.29786,835.063,835.233
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,18,0.975776,828.307,7.04838,2.29683,836.063,838.628
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,19,0.976128,824.408,7.11574,2.30605,834.555,834.806
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,20,0.973472,825.961,7.13667,2.30195,835.824,836.373
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,21,0.980704,824.074,7.05224,2.30195,830.412,834.409
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,22,0.977856,822.327,7.0996,2.29683,829.896,832.701
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,23,0.985184,825.152,7.1303,2.31526,835.465,835.583
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,24,0.973792,823.865,7.09856,2.30502,832.51,834.243
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,25,0.976704,824.078,7.10077,2.29888,833.744,834.455
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,26,0.975904,824.406,7.08746,2.2999,834.634,834.77
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,27,0.974304,826.227,7.06377,2.30502,834.148,836.57
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,28,0.97696,823.22,7.88567,2.2999,832.62,834.383
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",6,512,29,0.97168,827.12,7.13702,2.2999,837.332,837.529
