dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,0,1.49482,2101.13,11.9889,4.5864,2106.64,2119.2
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,1,1.40445,2110.75,11.9293,3.41094,2121.47,2127.5
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,2,1.39485,2160.35,11.9876,3.44054,2175.35,2177.17
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,3,1.41194,2031.05,11.9123,3.40992,2047.15,2047.78
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,4,1.38813,2013.84,11.9196,3.41702,2029.4,2030.56
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,5,1.40986,2097.6,11.9108,3.42522,2112.85,2114.34
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,6,1.42618,2062.61,12.7966,3.44883,2079.1,2080.28
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,7,1.41005,2047.1,11.9717,3.42221,2062.17,2063.91
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,8,1.4089,2003.67,11.9183,3.41194,2020.55,2020.41
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,9,1.40874,2061.16,11.9173,3.41296,2078.04,2077.89
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,10,1.40269,2013.92,11.9367,3.41709,2027.45,2030.68
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,11,1.39757,2011.52,11.9791,3.43853,2022.79,2028.33
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,12,1.3857,1991.04,11.907,3.41088,2005.53,2007.75
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,13,1.40739,2046.56,11.9161,3.40784,2063.43,2063.29
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,14,1.41622,2058.61,11.9695,3.42323,2075.59,2075.42
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,15,1.41379,2029.02,11.9434,3.41811,2044.9,2045.8
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,16,1.40634,2091.98,11.9188,3.41498,2108.86,2108.72
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,17,1.41178,2063.94,11.9113,3.40678,2079.48,2080.67
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,18,1.40966,2023.71,11.9168,3.41706,2040.59,2040.45
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,19,1.38979,2017.22,11.9143,3.41811,2032.16,2033.94
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,20,1.38752,2029.78,11.9117,3.42422,2044.09,2046.5
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,21,1.42534,2123.28,11.9931,3.44262,2140.05,2140.14
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,22,1.41824,2020.08,11.9193,3.41091,2034.67,2036.83
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,23,1.41024,1992.13,11.9111,3.40579,2008.72,2008.86
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,24,1.41642,2123.49,11.9251,3.42317,2138.86,2140.25
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,25,1.38758,2033.92,11.9131,3.41907,2049.05,2050.64
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,26,1.40726,2066.33,11.9123,3.40986,2083.2,2083.06
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,27,1.39245,2038.89,11.9946,3.44678,2054.44,2055.73
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,28,1.38941,2061.62,11.9148,3.40682,2077.59,2078.33
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,29,1.42512,2032.55,12.7517,3.456,2050.32,2050.18
