dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,0,0.918752,591.825,2.44233,1.23494,596.416,596.421
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,1,0.456864,500.992,2.40339,0.969728,502.624,504.822
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,2,0.454496,493.044,2.39583,0.964608,490.403,496.859
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,3,0.471296,503.648,2.38105,0.966656,507.443,507.467
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,4,0.458336,490.498,2.39812,0.964608,492.133,494.319
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,5,0.476928,499.866,2.40164,0.965632,503.672,503.71
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,6,0.463232,485.525,2.38952,0.95744,470.499,489.336
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,7,0.461216,493.921,2.41365,0.974848,497.518,497.771
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,8,0.4744,493.188,2.47998,0.975872,492.49,497.119
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,9,0.469312,484.463,2.44337,0.980992,486.611,488.356
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,10,0.461952,491.93,2.41244,0.98304,495.038,495.787
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,11,0.475776,471.902,2.38524,0.883712,472.882,475.647
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,12,0.466944,475.629,2.38259,0.880608,472.983,479.359
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,13,0.457568,474.362,2.4069,0.96768,478.167,478.194
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,14,0.48144,484.563,2.38164,0.879584,473.305,488.306
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,15,0.460608,488.25,2.39554,0.964608,479.604,492.071
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,16,0.477056,473.469,2.40775,0.964608,477.319,477.318
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,17,0.47008,485.746,2.39482,0.881632,489.601,489.493
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,18,0.47376,479.1,2.40375,0.964608,482.953,482.942
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,19,0.472928,490.296,2.39623,0.95744,484.298,494.122
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,20,0.46912,481.03,2.38578,0.963584,484.816,484.849
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,21,0.477984,474.997,2.40761,0.95744,461.656,478.84
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,22,0.47472,470.054,2.40245,0.965632,471.405,473.896
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,23,0.455392,477.417,2.39225,0.970752,480.829,481.236
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,24,0.475328,468.132,2.40137,0.973824,472.01,471.983
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,25,0.458784,484.71,2.39926,0.971776,488.499,488.54
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,26,0.469344,472.326,2.41259,0.959488,476.12,476.168
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,27,0.47424,467.995,2.39865,0.959488,471.863,471.828
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,28,0.47504,472.085,2.39625,0.961536,475.917,475.917
3,float,uniform,GPU,"P | P | P | P | N | D",8,512,29,0.45904,542.433,2.3969,0.963584,442.441,546.252
