dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,0,445.315,10.5426,42.6576,14.5582,513.198,513.074
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,1,443.378,10.5372,42.7212,14.3636,511.087,511
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,2,447.655,10.535,43.3995,14.3698,516.049,515.96
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,3,440.711,10.5334,43.1822,14.334,508.848,508.76
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,4,444.03,10.5359,43.347,14.3094,512.318,512.222
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,5,441.155,10.5391,43.4085,14.3473,509.541,509.45
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,6,443.974,10.533,43.3614,14.3258,512.282,512.194
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,7,441.504,10.5355,43.1705,14.334,509.628,509.544
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,8,446.519,10.5365,42.9532,14.3739,514.474,514.382
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,9,441.059,10.5352,43.5249,14.3124,509.517,509.431
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,10,444.138,10.5334,43.3713,14.3831,512.51,512.425
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,11,444.49,10.5334,42.889,14.3411,512.336,512.253
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,12,441.495,10.5324,42.9486,14.3503,509.412,509.326
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,13,440.863,10.5342,43.1702,14.3247,508.984,508.892
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,14,441.677,10.5302,43.0803,14.3452,509.713,509.633
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,15,447.427,10.5353,43.3539,14.3278,515.73,515.644
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,16,447.46,10.5367,43.6064,14.3483,516.039,515.952
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,17,448.876,10.5309,43.3983,14.3442,517.239,517.149
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,18,441.587,10.5334,42.6899,14.3524,509.247,509.162
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,19,441.255,10.5333,42.9201,14.3718,509.166,509.08
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,20,442.348,10.534,43.0978,14.336,510.4,510.316
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,21,447.22,10.5351,42.5442,14.3073,514.694,514.607
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,22,443.455,10.5359,43.4507,14.2991,511.827,511.741
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,23,440.926,10.5368,43.4709,14.3647,509.386,509.298
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,24,450.18,10.536,43.5607,14.3012,518.665,518.578
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,25,446.307,10.5331,42.878,14.3749,514.177,514.093
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,26,443.945,10.5331,43.3291,14.3432,512.237,512.15
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,27,443.183,10.5319,43.1064,14.3401,511.246,511.161
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,28,444.054,10.5317,43.2139,14.3278,512.211,512.128
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,512,29,448.18,10.5327,42.9941,14.3462,516.14,516.053
