dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,0,0.764864,1070.13,5.17698,2.36851,1077.53,1078.44
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,1,0.722592,1037.36,5.18597,1.91795,1037.99,1045.19
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,2,0.725696,1027.02,4.95886,1.78275,1034.64,1034.49
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,3,0.721632,1056.93,5.38194,1.93741,1064.9,1064.97
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,4,0.7416,1014.93,5.04817,1.81034,1022.26,1022.53
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,5,0.728096,1028.66,4.97375,1.7817,1036.28,1036.14
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,6,0.725472,1029.64,4.96594,1.7889,1037.23,1037.12
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,7,0.722624,1042.42,4.96774,1.78272,1050.03,1049.89
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,8,0.708576,1023.38,4.96274,1.79088,1029.72,1030.84
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,9,0.707296,1038.83,4.96455,1.78378,1044.62,1046.28
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,10,0.724256,1047.54,4.96812,1.78579,1055.15,1055.02
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,11,0.725216,1033.25,5.0369,1.80627,1040.2,1040.82
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,12,0.723712,1051.02,4.96343,1.78787,1058.25,1058.49
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,13,0.700704,1051.72,4.97989,1.78374,1058.47,1059.18
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,14,0.72672,1009.35,4.96032,1.78374,1016.96,1016.82
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,15,0.723552,1019.22,4.96136,1.78483,1025.92,1026.69
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,16,0.72272,1021.28,4.98189,1.78378,1028.59,1028.77
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,17,0.728128,1041.25,4.97593,1.78886,1048.71,1048.74
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,18,0.736256,1012.59,4.97689,1.78374,1019.91,1020.08
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,19,0.728704,1041.06,5.03308,1.80419,1047.88,1048.63
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,20,0.724448,1052.06,4.95418,1.78582,1058.92,1059.52
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,21,0.736896,1038.8,4.99119,1.78582,1046.48,1046.31
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,22,0.72352,1020.49,4.96123,1.78682,1025.88,1027.96
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,23,0.729088,1029.78,4.97438,1.78685,1034.51,1037.27
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,24,0.723968,1023.15,4.97035,1.78179,1030.77,1030.62
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,25,0.73824,1023.16,4.95853,1.78579,1030.57,1030.65
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,26,0.702784,1026.85,5.03041,1.8032,1033.82,1034.39
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,27,0.725792,1012.17,4.95883,1.78483,1018.13,1019.64
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,28,0.720512,1034.86,5.33226,1.92307,1042.95,1042.83
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,512,29,0.724576,1021.12,4.96275,1.78582,1028.55,1028.6
