dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,0,0.757088,1109.96,5.36445,2.36749,1101.78,1118.44
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,1,0.7224,1046.74,5.29744,1.95482,1053.69,1054.72
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,2,0.727584,1051.4,5.36228,1.95379,1056.63,1059.44
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,3,0.72848,1013.84,4.97664,1.79293,1021.03,1021.33
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,4,0.734336,1004.67,5.02665,1.81962,1012.42,1012.25
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,5,0.724992,1011.38,4.98173,1.80221,1019.03,1018.89
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,6,0.724544,1051.92,4.96782,1.7951,1059.55,1059.41
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,7,0.726848,1027.74,4.97313,1.79603,1033.53,1035.24
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,8,0.735552,1028.52,4.97543,1.7991,1033.85,1036.03
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,9,0.72336,1002.25,4.98167,1.79606,1009.89,1009.75
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,10,0.719648,1003.6,4.97797,1.80016,1010,1011.1
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,11,0.736576,1044.83,5.05004,1.82573,1052.61,1052.44
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,12,0.724736,1005.75,4.98509,1.79808,1013.4,1013.26
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,13,0.726688,1042.66,4.96649,1.80016,1050.3,1050.15
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,14,0.731296,1021.98,4.97132,1.80013,1027.52,1029.48
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,15,0.727776,1019.94,4.98332,1.7961,1026.64,1027.45
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,16,0.724512,1016.2,4.97882,1.79501,1023.84,1023.7
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,17,0.722752,1016.06,4.97139,1.79498,1023.71,1023.55
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,18,0.730176,1032.83,4.97308,1.79603,1040.12,1040.33
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,19,0.73648,1018.23,5.03548,1.81037,1024.96,1025.81
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,20,0.702624,1035.46,4.99236,1.80317,1042.21,1042.96
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,21,0.726528,1058.4,4.96219,1.79398,1065.56,1065.88
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,22,0.70352,1049.77,4.97431,1.79498,1057.18,1057.25
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,23,0.72352,1041.46,4.97434,1.79811,1049.1,1048.96
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,24,0.721184,1037.43,5.3967,1.96813,1045.45,1045.51
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,25,0.724448,1023.35,4.98578,1.79712,1031,1030.85
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,26,0.731392,1055.24,5.03158,1.8216,1063,1062.83
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,27,0.71952,1047,5.35539,1.95174,1055.16,1055.03
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,28,0.72864,1036.04,4.97104,1.79706,1043.69,1043.54
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,512,29,0.726272,1005.72,4.97116,1.79706,1012.23,1013.22
