dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,0,3.53494,5.30342,27.2931,7.68614,43.9474,43.8176
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,1,3.17277,5.29165,27.017,7.48749,43.1007,42.9689
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,2,3.148,5.29354,27.2514,7.48339,43.3143,43.1763
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,3,3.15546,5.28872,27.4168,7.4711,43.4748,43.3321
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,4,3.16125,5.29469,27.2108,7.48032,43.2869,43.1471
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,5,3.16026,5.28976,27.2215,7.48134,43.2885,43.1528
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,6,3.16752,5.29187,27.3401,7.49261,43.4276,43.2921
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,7,3.16454,5.291,27.4111,7.4752,43.4799,43.3419
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,8,3.16368,5.29775,27.1708,7.4711,43.2433,43.1033
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,9,3.15091,5.29066,27.2682,7.48134,43.3294,43.1912
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,10,3.1577,5.28756,27.4627,7.50797,43.5554,43.4159
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,11,3.15674,5.29144,27.2568,7.48339,43.3303,43.1883
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,12,3.14557,5.29195,27.4072,7.48749,43.4702,43.3322
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,13,3.15824,5.29008,27.2262,7.4711,43.2846,43.1456
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,14,3.16576,5.29167,27.3568,7.47725,43.4307,43.2914
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,15,3.1609,5.2905,27.2831,7.48134,43.3559,43.2159
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,16,3.15802,5.29078,27.2452,7.47008,43.3018,43.164
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,17,3.15914,5.29365,27.463,7.47008,43.5259,43.3859
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,18,3.15882,5.2917,27.0344,7.4711,43.0945,42.956
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,19,3.15613,5.28978,27.2275,7.49158,43.3067,43.165
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,20,3.15437,5.29225,27.3365,7.46291,43.3839,43.246
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,21,3.15258,5.29362,27.3907,7.46394,43.445,43.3008
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,22,3.14592,5.29459,27.287,7.45677,43.3229,43.1843
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,23,3.15456,5.29029,27.3553,7.47725,43.416,43.2774
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,24,3.1583,5.29275,27.4503,7.48442,43.5247,43.3858
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,25,3.156,5.29128,27.1504,7.4967,43.2327,43.0944
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,26,3.14982,5.28922,27.0335,7.48032,43.0939,42.9529
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,27,3.15834,5.29009,27.3956,7.47008,43.4535,43.3141
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,28,3.16038,5.29218,27.4026,7.47725,43.4699,43.3324
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,512,29,3.15219,5.29289,27.1413,7.48749,43.213,43.0738
