dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,0,6.10806,10.5413,52.2561,6.17574,75.205,75.0813
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,1,5.69603,10.5358,46.1077,5.94227,68.4113,68.2818
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,2,5.68288,10.5357,46.0759,5.93306,68.3582,68.2275
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,3,5.67651,10.5381,46.0493,5.93203,68.3187,68.1959
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,4,5.67094,10.5378,45.9444,5.93101,68.2134,68.0842
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,5,5.68797,10.5381,45.9683,5.9392,68.2674,68.1336
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,6,5.66998,10.5332,46.0697,5.94125,68.3439,68.2141
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,7,5.6712,10.5361,46.078,5.92691,68.3415,68.2122
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,8,5.68678,10.5546,46.1048,5.94125,68.4403,68.2874
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,9,5.6952,10.5348,46.0278,5.93101,68.3195,68.1889
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,10,5.67331,10.5303,46.039,5.9177,68.2912,68.1603
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,11,5.67094,10.5366,45.971,5.94637,68.2539,68.125
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,12,5.67862,10.5354,46.0476,5.92896,68.3209,68.1906
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,13,5.68896,10.5338,46.0698,5.9177,68.3423,68.2102
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,14,5.67802,10.5348,46.0718,5.94125,68.3586,68.2258
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,15,5.67715,10.5394,46.0892,5.93203,68.3667,68.2378
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,16,5.67498,10.5346,45.9921,5.93408,68.2745,68.1357
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,17,5.69837,10.5413,46.1286,5.92077,68.4216,68.289
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,18,5.68051,10.5305,46.1622,5.9351,68.4393,68.3084
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,19,5.6769,10.5315,46.0892,5.92589,68.3538,68.2235
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,20,5.66909,10.5363,45.9413,5.93613,68.213,68.0828
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,21,5.68237,10.5387,45.9296,5.92691,68.2079,68.0775
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,22,5.68406,10.5346,46.1083,5.9392,68.3966,68.2662
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,23,5.67587,10.5364,46.0967,5.9351,68.3748,68.2441
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,24,5.67958,10.5358,45.9904,5.94534,68.2803,68.1511
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,25,5.68406,10.5388,45.9475,5.93613,68.2416,68.1065
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,26,5.69741,10.5342,46.0002,5.92179,68.2854,68.1535
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,27,5.6689,10.5376,46.0441,5.92486,68.3081,68.1754
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,28,5.68765,10.5399,46.0918,5.92794,68.3799,68.2472
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",1,512,29,5.68323,10.5335,46.0412,5.94432,68.332,68.2022
