dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,0,60.7863,20.2069,3.30187,1.57286,87.2848,85.8679
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,1,59.1991,10.906,3.22952,1.4889,75.7924,74.8235
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,2,59.1617,10.9879,3.29874,1.37318,76.2227,74.8216
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,3,58.7675,10.9534,3.25854,1.42336,76.0489,74.4027
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,4,59.3418,10.8902,3.2777,1.43565,75.5943,74.9453
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,5,59.0267,10.958,3.26898,1.39776,76.1495,74.6514
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,6,58.9326,10.951,3.2772,1.36806,76.0114,74.5289
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,7,59.3559,10.9525,3.27521,1.38445,76.218,74.9681
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,8,58.8504,11.002,3.27061,1.46944,75.3699,74.5924
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,9,58.9021,10.9457,3.26463,1.39571,75.5978,74.5082
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,10,59.3686,11.1147,3.27748,1.39059,76.5978,75.1515
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,11,58.9654,11.2229,3.28905,1.46227,76.4439,74.9396
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,12,59.3455,10.936,3.29516,1.37626,75.9253,74.9529
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,13,59.1868,10.938,3.28416,1.48685,75.7199,74.8958
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,14,59.3959,10.9212,3.26146,1.42029,76.1479,74.9988
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,15,58.853,10.9355,3.28652,1.3865,76.0786,74.4616
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,16,59.2277,10.9571,3.25846,1.39059,76.3924,74.8338
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,17,59.3221,10.894,3.28499,1.39571,75.6536,74.8969
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,18,59.2596,10.9901,3.27667,1.40186,76.2265,74.9282
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,19,59.1443,10.9449,3.27693,1.38138,75.9698,74.7475
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,20,58.9353,11.264,3.26039,1.40902,76.5202,74.8688
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,21,58.4795,11.8443,3.26179,1.39878,76.9091,74.9844
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,22,59.255,10.9379,3.294,1.38035,76.2627,74.8672
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,23,58.9457,10.9223,3.26679,1.47456,75.4947,74.6094
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,24,59.0199,10.9084,3.27434,1.39776,75.4456,74.6004
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,25,59.161,10.9411,3.28227,1.48992,76.325,74.8743
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,26,59.2157,11.0184,3.25848,1.39469,75.9689,74.8873
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,27,59.3302,10.9595,3.26288,1.4039,76.3626,74.9565
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,28,59.2858,10.8849,3.29503,1.38854,75.8594,74.8543
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,512,29,58.3545,11.2353,3.28499,1.4633,76.1878,74.3381
