dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,62.7092,665.47,1.92497,0.872448,733.475,730.977
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,62.7413,703.871,1.95012,0.518144,771.376,769.08
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,62.6856,684.707,1.97901,0.523232,752.195,749.895
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,62.8562,689.397,1.88104,0.523264,756.799,754.658
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,62.7153,687.763,1.88083,0.526336,755.133,752.885
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,62.8378,699.067,1.87607,0.528416,766.285,764.309
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,63.3126,670.124,2.00633,0.5448,738.304,735.988
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,62.639,670.462,1.9929,0.518112,737.868,735.612
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,62.7005,655.515,1.87719,0.512,722.765,720.605
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,62.7567,689.674,1.97914,0.525312,757.241,754.935
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,63.3719,673.02,1.87974,0.518144,740.547,738.79
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,62.6005,677.748,1.87833,0.521216,744.805,742.748
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,63.5378,660.868,1.87913,0.521216,728.509,726.806
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,63.4342,663.512,1.87772,0.523264,731.134,729.347
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,62.4845,675.151,1.9817,0.510976,742.357,740.129
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,62.6705,655.422,1.97587,0.521216,722.925,720.589
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,62.9082,656.979,1.91733,0.526336,724.376,722.33
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,62.6133,673.793,1.99168,0.52016,741.281,738.919
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,62.7617,663.663,1.87589,0.51712,730.968,728.818
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,63.2488,677.439,1.97665,0.529376,745.44,743.194
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,63.4734,672.734,1.88051,0.523264,740.666,738.611
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,62.5318,687.183,1.92805,0.535552,754.318,752.178
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,62.7993,667.182,1.98345,0.531456,734.705,732.496
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,62.7181,678.141,1.97553,0.532512,745.41,743.368
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,62.8888,671.053,1.97638,0.530432,738.839,736.449
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,63.4974,685.65,1.97647,0.536544,753.831,751.661
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,62.6259,664.182,1.97628,0.524288,731.56,729.309
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,63.4281,676.152,1.97821,0.538624,744.034,742.097
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,62.7501,664.519,1.97936,0.530432,731.96,729.779
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,63.5039,671.824,1.97575,0.537568,739.574,737.841
