dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,0,3.69293,0,108.574,7.84998,120.248,120.117
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,1,3.1584,0,19.9798,7.57862,30.8504,30.7168
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,2,3.15821,0,19.4983,7.5561,30.3469,30.2126
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,3,3.16522,0,18.735,7.56736,29.6025,29.4676
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,4,3.1456,0,19.158,7.58886,30.024,29.8925
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,5,3.15427,0,19.1028,7.5735,29.9633,29.8305
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,6,3.14666,0,19.7793,7.57555,30.635,30.5015
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,7,3.14589,0,19.28,7.56019,30.1204,29.9861
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,8,3.15584,0,19.5013,7.56019,30.3515,30.2173
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,9,3.15245,0,20.0484,7.56736,30.9031,30.7682
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,10,3.15037,0,19.9833,7.56736,30.8378,30.701
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,11,3.15302,0,19.5956,7.55814,30.4399,30.3068
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,12,3.15101,0,19.6809,7.5735,30.5428,30.4054
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,13,3.16608,0,19.566,7.56941,30.4351,30.3014
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,14,3.14298,0,19.2995,7.56838,30.1432,30.0109
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,15,3.15597,0,19.5211,7.57453,30.3844,30.2516
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,16,3.14326,0,19.8484,7.59194,30.7171,30.5836
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,17,3.14918,0,20.024,7.57555,30.8845,30.7488
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,18,3.14765,0,19.6954,7.60115,30.5792,30.4442
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,19,3.15494,0,19.7491,7.56736,30.6049,30.4714
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,20,3.1465,0,19.6266,7.58784,30.4988,30.3609
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,21,3.16246,0,19.72,7.56634,30.5825,30.4488
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,22,3.14224,0,20.1555,7.5817,31.0121,30.8794
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,23,3.15459,0,19.7197,7.56122,30.5677,30.4355
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,24,3.14742,0,19.2514,7.57248,30.1041,29.9713
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,25,3.15306,0,19.726,7.5776,30.5919,30.4566
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,26,3.13962,0,19.941,7.58886,30.8017,30.6695
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,27,3.15706,0,19.9894,7.5776,30.8568,30.724
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,28,3.14749,0,19.5972,7.56736,30.4452,30.3121
3,float,uniform,GPU,"P | P | P | P | P | P",1,512,29,3.16,0,19.1357,7.56326,29.9939,29.8589
