dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,0,119.311,0,232.666,3.77856,352.2,355.756
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,1,117.138,0,61.9705,3.50925,179.12,182.618
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,2,117.246,0,61.5303,3.51027,179.052,182.287
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,3,117.091,0,61.4482,3.51539,178.475,182.055
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,4,117.521,0,61.3822,3.5072,178.446,182.411
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,5,117.919,0,61.5512,3.51334,179.714,182.984
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,6,117.372,0,61.3783,3.51539,178.636,182.266
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,7,117.753,0,61.4331,3.51232,178.474,182.699
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,8,117.227,0,61.3977,3.50515,178.094,182.13
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,9,117.631,0,61.5084,3.5113,178.801,182.65
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,10,117.533,0,61.4276,3.51232,179.281,182.473
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,11,117.987,0,61.5095,3.51232,178.888,183.009
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,12,117.32,0,61.4837,3.51642,178.353,182.32
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,13,116.569,0,61.6297,3.51949,179.298,181.718
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,14,117.611,0,61.3438,3.51027,178.435,182.465
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,15,117.718,0,61.465,3.51232,179.4,182.695
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,16,117.743,0,61.4413,3.50822,179.182,182.693
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,17,117.362,0,61.7951,3.52461,178.759,182.682
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,18,117.23,0,61.5003,3.52154,178.538,182.251
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,19,116.413,0,61.589,3.50208,178.688,181.504
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,20,117.527,0,61.4484,3.50925,178.67,182.485
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,21,117.295,0,61.4444,3.51642,178.488,182.256
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,22,117.853,0,61.3893,3.52051,179.301,182.763
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,23,118.284,0,61.4444,3.51642,179.454,183.245
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,24,116.941,0,61.4091,3.51334,178.421,181.863
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,25,117.338,0,61.3993,3.51232,178.341,182.249
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,26,117.412,0,61.4811,3.52768,178.875,182.42
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,27,117.289,0,61.3843,3.51027,178.139,182.183
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,28,117.636,0,61.403,3.51437,179.102,182.553
3,double,uniform,CPU,"P | P | P | P | P | P",4,512,29,117.27,0,61.4886,3.51642,178.308,182.275
