dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,0,3.33421,35.8213,26.5208,7.34925,73.1089,73.0255
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,1,2.88157,30.1229,26.4657,7.168,66.7238,66.6381
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,2,2.87024,30.1858,26.4063,7.17926,66.7287,66.6416
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,3,2.87539,30.1597,26.3057,7.18234,66.6085,66.5231
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,4,2.88512,30.0104,26.51,7.18746,66.682,66.593
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,5,2.86739,30.1683,26.526,7.15469,66.804,66.7163
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,6,2.87565,30.0324,26.5423,7.15366,66.6913,66.604
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,7,2.8768,30.0178,26.5003,7.17312,66.6499,66.568
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,8,2.86243,30.0375,26.48,7.16595,66.6323,66.546
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,9,2.87808,30.1297,26.4744,7.17107,66.7384,66.6532
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,10,2.87792,30.1865,26.4142,7.14547,66.6864,66.6241
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,11,2.86707,30.0386,26.3604,7.18336,66.5399,66.4494
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,12,2.87315,30.0321,26.3968,7.18746,66.5756,66.4894
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,13,2.86928,30.0566,26.4454,7.1639,66.6201,66.5352
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,14,2.86195,30.091,26.5427,7.18029,66.7661,66.6759
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,15,2.87667,30.2087,26.4827,7.18746,66.8594,66.7555
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,16,2.87808,30.02,26.4261,7.16288,66.5761,66.487
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,17,2.87402,30.0406,26.3896,7.17517,66.5666,66.4794
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,18,2.87574,30.0453,26.4434,7.20179,66.6492,66.5663
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,19,2.87462,30.1875,26.4372,7.168,66.7453,66.6674
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,20,2.86698,30.0989,26.4892,7.16698,66.6713,66.6221
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,21,2.87466,30.065,26.529,7.16698,66.6982,66.6357
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,22,2.88915,30.1608,26.4668,7.18848,66.7927,66.7052
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,23,2.88298,30.0804,26.4992,7.17824,66.7275,66.6408
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,24,2.88154,29.9798,26.5462,7.1639,66.6583,66.5714
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,25,2.86579,30.1312,26.4501,7.16595,66.6998,66.6131
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,26,2.87386,30.044,26.484,7.15981,66.6468,66.5616
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,27,2.87421,29.9785,26.5579,7.15264,66.6401,66.5632
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,28,2.8993,30.127,26.4832,7.1895,66.7872,66.699
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",2,512,29,2.86906,30.03,26.506,7.19155,66.6655,66.5966
