dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,0,63.771,685.101,3.93077,1.58822,754.072,754.391
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,1,62.6706,681.019,3.87744,0.849952,748.384,748.417
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,2,62.7554,692.962,3.86396,0.851968,760.411,760.433
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,3,62.9698,667.912,3.86522,0.851968,735.525,735.599
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,4,63.1746,687.504,3.88403,0.857088,755.314,755.42
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,5,63.43,681.291,4.22951,0.899008,749.969,749.849
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,6,62.8741,671.49,3.86496,0.850976,738.963,739.08
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,7,62.838,680.724,4.14997,0.876512,748.714,748.589
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,8,62.8231,681.552,4.14605,0.876544,749.52,749.398
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,9,62.7758,662.087,3.85865,0.84992,729.65,729.571
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,10,63.1887,689.504,4.15215,0.876512,757.841,757.721
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,11,62.8904,681.377,3.86515,0.850976,748.85,748.983
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,12,63.6101,671.071,3.86072,0.852032,739.028,739.394
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,13,62.53,661.62,4.14749,0.87856,729.292,729.176
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,14,62.8838,673.642,4.15149,0.880576,741.699,741.558
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,15,62.9883,682.761,3.88905,0.854016,750.512,750.492
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,16,62.9497,690.219,3.8639,0.850944,757.821,757.883
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,17,62.6473,682.916,3.8574,0.847872,750.313,750.269
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,18,63.0245,685.836,3.86333,0.848896,753.447,753.573
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,19,63.2783,664.276,4.14758,0.877568,732.709,732.58
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,20,63.6369,664.316,4.14306,0.876512,733.009,732.972
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,21,62.8093,676.328,4.14574,0.879552,744.286,744.162
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,22,63.3356,670.382,4.1504,0.877504,738.864,738.746
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,23,62.8858,667.778,4.14239,0.876512,735.558,735.683
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,24,62.7639,674.496,4.15139,0.882656,742.416,742.294
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,25,63.6768,680.478,4.14087,0.875456,748.613,749.171
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,26,62.8093,672.118,4.14611,0.876544,740.065,739.95
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,27,63.5912,676.983,4.13864,0.87648,745.159,745.589
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,28,62.7151,667.252,4.14561,0.875552,734.904,734.988
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,29,62.6071,677.718,4.14013,0.876512,745.451,745.342
