dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,0,445.489,10.55,59.4819,14.463,530.12,529.984
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,1,446.573,10.5372,56.2713,14.3677,527.835,527.749
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,2,442.937,10.5342,56.0352,14.3206,523.912,523.827
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,3,442.103,10.5382,56.2989,14.3247,523.349,523.265
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,4,445.744,10.5356,56.3479,14.3165,527.032,526.944
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,5,445.184,10.5386,56.2351,14.3063,526.352,526.264
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,6,445.623,10.538,56.3084,14.3718,526.924,526.841
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,7,445.648,10.5419,56.5085,14.3524,527.135,527.051
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,8,439.769,10.5367,56.2008,14.3473,520.937,520.854
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,9,444.404,10.5357,56.317,14.2879,525.629,525.544
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,10,445.555,10.5347,56.7922,14.3626,527.329,527.244
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,11,443.434,10.5361,56.5187,14.3442,524.918,524.833
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,12,440.353,10.5378,56.2146,14.3319,521.526,521.437
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,13,449.018,10.5376,56.0691,14.3442,530.058,529.969
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,14,441.96,10.5339,56.5816,14.3708,523.531,523.446
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,15,442.171,10.536,56.264,14.338,523.395,523.309
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,16,446.378,10.5339,55.5515,14.3299,526.883,526.794
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,17,442.348,10.5357,56.301,14.3319,523.603,523.517
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,18,445.374,10.5398,56.672,14.334,527.003,526.919
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,19,439.697,10.5361,56.5225,14.335,521.171,521.09
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,20,439.593,10.5338,56.1999,14.3237,520.736,520.651
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,21,442.315,10.5333,56.4941,14.3565,523.781,523.699
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,22,442.324,10.5356,56.7984,14.3135,524.059,523.971
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,23,445.823,10.5351,55.4106,14.2828,526.137,526.052
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,24,446.61,10.5379,56.535,14.3411,528.109,528.024
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,25,446.32,10.5378,56.8289,14.3432,528.115,528.03
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,26,446.446,10.5368,55.9248,14.3186,527.309,527.226
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,27,445.436,10.536,56.4445,14.3514,526.853,526.768
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,28,440.187,10.5331,56.2472,14.3278,521.389,521.295
3,double,uniform,CPU,"P | P | P | P | D | N",1,512,29,443.37,10.5462,56.3693,14.3759,524.75,524.661
